Obj1_Feature1_binary,Obj1_Feature2_nominal,Obj1_Feature3_ordinal,Obj1_Feature4_numeric,Obj1_Feature5_binary,Obj1_Feature6_nominal,Obj1_Feature7_ordinal,Obj1_Feature8_numeric,Obj1_Feature9_binary,Obj1_Feature10_nominal,Obj1_Feature11_ordinal,Obj1_Feature12_numeric,Obj2_Feature1_binary,Obj2_Feature2_nominal,Obj2_Feature3_ordinal,Obj2_Feature4_numeric,Obj2_Feature5_binary,Obj2_Feature6_nominal,Obj2_Feature7_ordinal,Obj2_Feature8_numeric,Obj2_Feature9_binary,Obj2_Feature10_nominal,Obj2_Feature11_ordinal,Obj2_Feature12_numeric,Collision
0,C,Medium,1.6412722060246667,0,A,Medium-Low,1.5795075060157535,0,A,High,-0.21755068593129168,1,B,Medium,-0.36550711739623176,0,C,Medium,0.4230214050285923,0,C,Medium,-0.10948437248762102,1
0,A,Medium-High,-1.5351197589918015,0,C,High,0.1728235099777839,0,B,Low,-0.16148902536360568,0,B,Medium-High,0.09588286119866413,1,B,High,0.07320716198288332,1,A,Medium-High,-0.7255220280557727,0
0,B,Medium,-0.4286600208378695,0,A,Low,0.9658828529253932,1,A,Medium-High,1.841361681306473,1,A,Medium,-0.5202775265922027,1,C,Low,-0.9274197346945366,1,C,Medium-High,-1.3006440303014062,0
0,A,Medium-High,2.089039969271479,0,C,Medium-Low,0.4801529962068186,1,B,High,1.7201376738118834,1,C,Medium-Low,-0.6334592916740555,0,B,Medium-High,0.0872050654550044,1,A,Medium-High,-0.11443224735682099,1
0,A,Low,-0.5635733426891018,1,C,Medium-High,0.8870751717617422,0,C,Medium-Low,0.7664347268749027,1,C,Medium,-0.043206657665125964,0,A,Medium-High,1.3363583775805437,1,B,Medium-High,-0.1611036282395414,1
1,A,High,0.3171046243356265,1,B,Medium,1.2149731376530055,0,C,Medium-Low,-0.5230040836039224,1,A,Medium,0.19592165720521965,1,B,High,0.36745732243267715,0,A,Medium-High,-0.6262747115171547,1
0,A,Medium,-0.5648185807436399,0,A,Medium,0.9620803090686201,1,C,Medium,0.04695540027589361,1,C,Medium-High,0.8072537534207753,1,C,High,-1.3867757446016913,0,C,High,0.8645832380692966,1
0,A,Medium,-0.5061221186578057,1,B,High,0.9967027818100022,1,C,Medium,0.5260541824811584,0,C,Medium-Low,0.6637364809037717,1,C,High,0.7904410066172081,1,B,Low,0.6740923555310094,1
0,C,Low,-0.7366510328965638,1,A,Low,1.465444182475977,0,B,Medium-Low,0.8895284184445644,1,A,Medium,-0.07852221403315485,1,C,Low,-1.1798068956394367,0,C,Low,-1.082444789730353,0
0,A,Medium-Low,-0.4881952189332449,0,C,Low,-1.8473026099120011,1,C,Medium-High,-0.9788032729164702,0,C,Medium,0.8416726166891255,0,A,Medium-Low,-0.5358360785919795,0,B,Low,-1.1061036716808015,0
0,B,Low,-2.1008511729320274,1,B,Medium-High,1.058356264858501,0,B,Low,-0.8977603499615558,0,B,High,0.9092093708880624,1,A,Low,1.7691764789100863,0,A,Low,-2.0970397243880696,0
1,A,Medium,-0.6606936596032925,1,A,Medium-Low,0.015955825154440325,1,C,Medium-Low,-0.41099937824587185,1,B,Medium-Low,-0.8629546677213795,1,A,Low,-1.1916341592196493,0,C,Low,-0.08486540152058444,0
1,B,Medium-Low,-2.9165784440253306,0,A,Medium-High,-1.6476297913643585,1,A,High,1.4075885109042472,0,A,High,1.5198893971868326,0,B,High,1.2812740202063264,0,A,Medium-High,1.8882841966610304,1
1,C,Medium-High,-1.1805888836405785,1,B,High,-0.3692209251055369,0,B,High,1.0712381314863957,1,C,Medium,0.3730573164237094,1,A,High,1.9709279081827382,0,B,Medium,-0.9432453091166729,1
1,A,Medium-Low,-0.22746434390794168,1,B,Medium-High,0.44310631772869813,0,A,Low,-1.274319196490174,1,A,Low,-1.6464726377797712,0,C,Medium,-0.7154329746693359,0,B,Medium-High,-1.2217775241418842,0
1,B,Medium-Low,0.7219318789867539,1,B,Medium-High,-1.170810831231381,0,C,Medium-Low,-0.583726185002964,0,B,Medium,0.4903928072759947,1,A,High,-1.288042950019283,0,A,Medium-High,-0.5544778855762812,0
1,A,Medium-High,0.687779309753968,1,A,Medium-High,0.39891936357408964,1,A,Low,-1.1779760157924581,1,B,Low,1.0830074521935187,0,B,Low,-0.12994232259516816,1,C,Low,-0.3577024960387344,1
0,A,Medium-Low,-1.2012085841764157,0,A,Low,1.6077208642280754,1,B,Medium,0.7562462913659528,1,A,High,1.5013710390461548,1,A,Medium-High,-0.6594161194033122,0,B,Low,1.6767621256846903,1
0,B,High,0.8724664296486888,1,C,Low,0.8714921420335089,0,A,Medium-High,-2.477515170688638,0,A,High,0.1473364628845683,0,B,High,-0.8913084319273911,1,B,Medium-High,0.35996002266153476,0
0,C,Low,0.021091228746729557,0,B,Medium-Low,0.34851236934174723,1,A,Low,1.1715357716679666,0,A,High,-0.7361742976232939,0,A,Low,-1.0112449405992967,1,C,High,0.47125985789271585,1
0,B,Medium-High,-1.0103309232345274,1,C,Medium,-0.15551874484732656,0,C,Medium-High,1.4284024674903837,0,B,High,0.9463080327750184,1,A,Medium,-0.7788816760560417,0,A,Medium-Low,-1.7705298716427755,0
0,C,Medium-High,0.9980313089596569,0,C,High,-0.6520474428984511,0,C,Medium,1.4260162447613043,1,B,Medium-Low,0.8290088001622905,0,A,Low,0.33490855106851913,1,A,Medium-Low,0.8879124427777163,1
1,A,Medium-Low,0.549471091965726,1,A,Medium-High,-0.638599090959981,1,A,Medium-Low,-0.3296937873614592,0,C,Medium-Low,0.16092083562690906,1,A,Medium-Low,0.6502275705903992,1,B,Medium,-0.6756028762575914,0
0,A,Medium-High,0.5036060200562057,1,C,Low,-1.5707606252388242,1,A,Low,0.21731152405596565,1,C,High,-0.8515990322008496,1,C,High,-0.3735094578150013,0,C,High,-0.7751547524588996,0
0,C,High,-0.6590749697928802,1,B,Medium,-0.7205753011751973,0,A,Medium-Low,0.5600877723240887,0,A,High,-0.659004635597649,1,A,Medium,0.35990487602851795,1,C,Low,-0.1299861926099301,0
1,B,High,-0.4889943141637332,1,B,High,1.0886181802840051,1,C,Medium,0.5266295499840827,1,B,High,-0.34556551230425553,1,A,Medium-High,-0.1555844303009157,1,B,Low,0.45530563891926357,1
0,B,High,-0.051508873268809846,1,B,Low,-1.2703967706174986,1,B,High,-0.33305363869941573,0,A,Medium-Low,-0.6872029839416403,0,A,High,-1.6453950711462686,0,C,Medium-High,0.3920227017584146,0
0,C,High,1.1070225961233935,0,C,High,0.15728044274001146,0,C,Medium-Low,-0.5761502690893469,1,A,Medium,1.700309575523709,0,B,Low,-1.4368160170467346,1,B,Low,1.0624461592632686,1
0,C,High,0.19873301376647856,1,C,Medium,1.049586459413722,0,B,Medium,0.581130841841454,1,C,High,0.4991747076930608,0,C,Medium,-0.5532727300902992,0,B,High,0.20182076042601682,1
1,C,Medium-High,-0.2597957868069427,0,B,Medium-High,-1.5122390564891695,1,B,Medium-High,2.0373414815187467,0,B,Medium-High,0.3354521225120246,0,C,High,-0.8078027371405432,0,C,Low,-0.5321345187149252,0
0,B,Low,-1.185771086308091,1,C,Medium-High,-0.6706634820089432,0,B,High,-0.22024934498823437,0,C,High,0.42984700124069525,0,B,High,-0.46324226257313666,1,A,Medium-High,-1.5148053928781897,0
1,B,Medium-Low,-1.6659080898342868,0,A,High,1.7416782804265483,0,B,Medium-High,-1.3140041663674593,0,A,Medium,0.6381249610870462,0,A,High,-0.47238421256796237,1,C,Medium-Low,-0.5742486506361562,0
0,C,Medium-Low,2.3163244131630116,0,C,Low,-1.2888068211262897,1,C,Medium-Low,-0.6725973539636602,0,B,Low,0.9174987006271298,1,A,Medium-High,-0.37469379122439794,0,C,Low,-1.117982538791725,0
1,C,Medium-High,-0.38272540147417616,1,C,High,-0.7369871174592336,1,B,Medium-High,0.4087215157234177,1,A,High,0.07348063286175868,1,C,Low,0.9877783516113712,1,C,High,-0.6228901575407085,0
1,B,Medium-Low,0.2567694187455657,1,A,Medium-Low,0.9435609693991448,0,A,Medium-High,0.4708329616779588,0,A,Low,-1.2915592323130884,1,A,Medium-Low,-0.7606377280424524,0,C,Medium-Low,0.48544365392974853,1
1,B,Low,1.313169314796503,1,A,Medium-High,-1.6551952857648813,1,B,Low,0.048733423482599736,0,C,Medium-Low,0.05821106106069909,0,C,Medium-Low,-1.173550018057999,1,C,High,-0.7988889159802055,0
0,B,High,-1.264407809187431,1,C,Medium,-0.6863616482836971,1,A,Medium,-0.16799232754949897,0,B,Medium,-0.11835154802523493,0,A,High,-0.5907141481140507,0,A,High,0.6920543135650479,0
1,B,Medium-High,0.8301503020409585,1,B,Medium,0.8046239141721461,1,A,High,-1.524145731757467,1,C,Medium-High,0.9391457510624223,1,A,Medium-Low,1.1231749978361616,1,B,Medium-High,1.181700950067243,1
0,C,Medium-Low,-0.013818022668593595,1,B,Low,-1.6568028703004958,0,C,Medium-Low,0.4415295796502316,1,C,Medium-High,0.1150467877279324,1,A,Medium,1.9753709575716156,1,B,Medium,-0.22474050780447682,1
0,C,Medium,2.352590055677499,1,B,Medium-Low,-0.18689800375629353,0,C,Low,-0.7092618997654588,1,B,Medium,-1.3031575490743716,1,C,Medium-High,-0.37764774510590987,1,B,Low,-0.0703004537681068,0
0,B,High,0.9296034876079823,1,A,Medium-High,0.6712517741408679,1,C,Medium,0.0766868387913446,0,A,Low,1.4194848636619113,1,B,Medium-Low,1.1052451550122537,0,C,Medium-Low,-1.6500205186286276,1
1,B,Low,1.7726623948642273,1,B,Medium,0.7424229265480914,1,C,Low,1.2674084648178074,0,B,Low,-1.6470665990204638,0,A,Medium-High,1.7833249053559925,0,A,Medium-Low,0.5653954179447803,1
0,B,Medium-High,-1.456819347386094,0,B,Medium-High,-0.42687245164787524,1,A,Low,-0.8983717369228313,1,A,Medium-Low,0.9109960694271653,0,B,Medium,-1.2745694307285442,0,C,Medium-High,-0.08363304288876443,0
1,C,Medium,0.24660595640655045,1,C,Medium-Low,-0.3583176578664771,1,C,Low,-0.43640178756347137,1,C,Medium-Low,-0.8778687820206752,0,C,High,-0.9671785942771213,1,C,Medium-Low,-0.8810671452531312,0
0,C,Medium-Low,0.29920951331060247,0,C,Medium-High,1.0266800116783774,1,C,Medium-High,0.012099487630573735,1,C,Low,-0.1903135413702229,1,B,Medium-Low,-0.21104278715013744,1,B,Low,0.1473434050852283,1
0,C,Medium,0.13972664912457997,1,C,Medium-High,-0.37301975737597176,0,A,Medium-High,-1.2650198956681147,0,C,Medium-Low,0.04774530859338127,1,C,Low,-1.265385676044402,1,C,High,0.327324663931157,0
0,B,Low,0.14160034782782474,1,A,Medium-High,-0.179372554518803,0,A,Medium,2.398330820822786,0,A,Medium-High,-1.5495800166002756,0,A,Medium-High,0.005313875590545527,1,A,Medium-High,1.5233058243885316,1
0,B,Medium-High,-2.4749025409951573,1,B,Medium,0.29020790246640404,1,B,Low,0.6772311045751233,0,B,High,-1.079183136064738,0,B,Medium-High,-0.07606275325810784,1,B,High,-1.4760144008699692,0
0,A,Medium,-2.939613837535741,0,C,Low,0.9544616561802882,1,B,Medium,-0.9841404276796014,1,C,Medium-High,-0.1699636716000714,0,B,High,-0.23975193605850556,0,B,Medium,0.26107094068375414,0
1,B,Low,0.49766011834412105,1,A,High,-0.7927552014042843,0,C,High,-0.8873910167744948,0,B,High,-0.932266085648179,0,B,Medium-Low,-0.3215907081815777,1,C,Medium-High,1.1101571901962841,0
1,C,Medium-Low,0.4380198947376266,1,B,Medium,0.012411173682996882,0,C,Medium,-0.8590377204795566,0,B,Low,0.09143994390878608,0,B,Medium-High,-0.26456252125336926,0,B,Medium-High,1.639138229052369,1
0,B,High,0.6907299347861562,0,A,Medium-Low,0.41263180840806724,1,C,High,-0.6718073474028977,1,C,Medium,-0.8339625784806886,0,B,Low,-0.3452427950433136,0,C,High,-1.4626108219929586,0
1,A,Low,-0.6358172013887812,1,B,Medium-Low,1.8525254222315044,0,A,High,0.16035719138132645,1,C,Medium-Low,1.0206389099814948,1,C,Medium-Low,0.6223876486761315,0,B,Medium-Low,-1.9971932043459737,1
1,B,Medium,1.0246722928911187,0,A,Low,-1.251813667295238,0,C,Medium-Low,0.32387059541904833,1,C,High,-0.008070907514092795,1,C,Medium-Low,-0.886178408044112,1,C,Medium-High,-0.4121610656406732,0
1,A,Low,1.128796874071792,0,A,Medium,0.2714688761113571,0,B,Low,-0.2421563584889651,0,A,High,-0.42057534636014127,1,A,Medium-Low,-0.5940940089629125,0,C,Medium,-0.06263010283314159,1
1,C,Medium-Low,1.0176620798282459,1,A,Medium,-0.10727615228277501,0,A,Medium-Low,1.0752031807259204,0,A,Low,-0.08071815400166976,0,B,High,-0.04160270480713064,1,A,High,0.9148804462243916,1
1,B,Medium-High,-0.9664091211449124,0,A,Medium-Low,-1.571417506730354,1,A,Medium-High,-0.02024128167147018,1,C,Medium-Low,-0.25057667456264116,1,A,Medium-Low,-1.8404614577646219,0,B,High,-1.157614829684175,0
0,B,Low,-2.6626107883910026,0,B,Medium-High,1.012625412560278,1,B,Medium-High,0.17291871142731843,1,B,Medium-Low,1.121042514915093,1,B,Medium,-0.01866568153090972,1,B,Low,1.5427877582230562,1
1,A,Medium-Low,-0.4482118240587808,0,C,High,-0.15306018654232753,0,A,Medium-Low,-1.4454619337902195,1,B,Medium-High,0.3744152706092954,1,B,Medium-Low,-0.14513185425785707,0,A,Medium,-0.5530279324155638,0
0,C,Medium-High,-0.3405686905797776,0,B,Low,0.45624015978117527,1,A,Low,-0.49748080431416464,1,C,Low,1.1467540661769802,0,A,Medium-Low,0.3712881465503266,0,C,Low,0.5766958966933687,1
1,A,Low,-0.16807798633931928,1,A,Medium,0.07298312907114665,1,C,Low,1.1185191049498557,1,B,High,1.0547361521467264,0,A,High,1.0244771611155061,0,B,Medium-High,1.0055095803736656,1
1,B,Medium-Low,0.7150823699424396,1,A,Medium,-1.7424960290988638,0,A,Medium,-0.2594029039476067,1,A,Medium-Low,0.7394014941150785,0,C,Medium-High,-0.6010731663238394,1,A,Low,0.5116786547382378,0
0,C,Medium,1.2796316508824948,0,C,High,-1.0851394491831003,0,A,Low,-0.44789275401981105,0,C,Medium,-1.0315659798788321,0,C,Medium-High,0.5809255819321443,1,B,Medium-High,1.6349241784721247,1
0,A,Medium-High,1.0847954472065362,1,C,High,1.661352207627384,0,B,High,2.4569597427257,0,A,Low,-0.3293662841199233,1,C,High,1.4356563246320544,1,B,Medium,0.49090948918960975,1
0,B,Low,-1.513897008273726,1,A,High,1.1104118880624096,1,C,Medium,-0.27892324090568327,0,C,Medium-High,-0.2680135465927031,0,A,High,1.3856782752014312,1,B,Medium-Low,0.7721912625030277,1
0,B,Low,-0.7128639119330888,0,C,High,2.6122559487096733,1,C,Low,0.42298088113034976,1,A,Medium-Low,-0.6294030347009268,0,A,Medium-Low,-1.8061942239611575,0,B,Medium,0.1593452877843831,1
0,A,High,-1.4948700312478234,0,B,Medium-High,0.7990272161865499,0,C,High,1.5077833261424012,1,B,High,2.6106893661272377,1,C,Medium-Low,-1.5875265346049674,0,B,Medium-Low,-1.793783445301465,1
1,A,Medium-High,1.4602042284967258,0,A,Low,0.1710974245129814,0,A,Low,0.6677791633997106,1,C,Medium-Low,2.171836988559189,1,A,Medium,0.6783315889119463,0,A,High,-0.1372088174133994,1
1,A,Medium-Low,0.1293138926208463,1,B,Medium,-0.24508744626614462,1,A,Medium-High,0.2936879889384998,1,C,Medium-Low,0.6521234523350867,0,B,Low,-1.4615216846864285,0,C,Low,1.4960001692350717,1
0,C,Medium-Low,1.2543305729081524,0,A,Medium,0.4558369585838086,0,B,High,1.2162073579005128,0,B,Low,-1.4083004691732113,1,B,Medium-High,1.2437619415101229,1,B,High,0.4457878855257299,1
1,C,Low,-1.1936593327618548,0,C,Medium-High,-0.9005851876133809,1,B,Medium-High,0.25000867961181056,0,C,Medium-Low,0.031096745407248993,1,A,Medium,-0.26831015749578657,1,A,Medium-Low,0.7888096762409712,0
0,A,Medium-High,-0.8857265815532707,0,B,Medium,-2.1984009623156107,0,A,Medium,0.9068348930781002,0,A,High,-0.058181069015211015,1,A,Medium-Low,0.831828436055232,0,A,Medium-High,1.109027411368741,0
0,C,Medium-Low,-1.110444627391143,1,B,Medium-High,0.06504205070940758,0,A,Low,0.16491743221215863,1,B,Medium-Low,1.073413516089227,0,C,Low,1.991883722524135,1,C,High,-0.23889769884138778,1
1,C,Medium-Low,-0.14734260882723182,0,A,Medium-High,-1.307431392193122,0,C,High,-1.533257789679743,0,B,Low,-0.7906547084962496,0,B,Medium-High,1.434528862430465,0,A,Low,-2.527580846690472,0
1,C,Medium,1.1532222534554477,0,B,Medium,1.2144117822415994,0,A,Medium-Low,0.3634444461388121,0,C,High,-2.41319200036253,1,C,Medium-Low,0.9553866312708225,0,B,Medium-High,2.121590873328093,1
0,B,Low,1.5418294358409457,0,B,High,-1.0432520151484206,0,A,Low,0.7017974743727888,1,C,Low,0.8270647511049414,1,C,Medium-High,0.3798155648141011,0,B,Medium,1.3096901633860092,1
0,C,Medium-Low,0.16029712185711795,0,B,Medium,0.44895096627971237,0,C,Medium,-0.461267157084909,1,A,Medium-Low,-0.6288123443508965,0,B,Medium-High,0.5007478652110029,1,A,Low,1.3574734669239692,1
0,B,Medium-Low,-1.0440641635288772,0,A,Medium,-0.11105066695653044,0,C,Low,-0.17761085216635827,1,C,Medium,-0.3502100052877598,0,B,Medium-High,0.3076004025151657,1,C,Medium-Low,-0.3395407726903391,0
0,B,Low,0.20044854444063248,0,A,Low,0.47263275237476954,0,B,Medium-High,-0.950879262319448,0,A,Low,0.6031951775677943,0,A,Medium-Low,1.9773329651529639,0,B,Medium-Low,-0.06640737363973652,1
0,C,Medium-Low,-0.559487233219781,0,C,Medium-High,-1.0701319492259909,0,C,Medium-Low,-1.028917989105868,1,B,Medium-Low,0.5206750004242267,1,C,High,2.5007447208090423,0,B,Medium,1.0398122245084336,1
0,A,Medium,1.0719190515813866,0,B,Medium-Low,1.684440370800484,1,B,Medium-High,-0.14262022499224616,0,A,Medium-High,0.47879783855111296,0,B,Low,-2.233402437376647,1,B,Medium-High,0.16274489297767758,1
0,C,High,1.2346502546631501,0,A,Low,0.9665782562333646,0,A,Medium,0.621879207667659,0,A,High,1.4769200897933004,1,A,High,-1.4907823309357513,0,A,Medium-High,-0.11564438587665382,1
1,A,Medium,0.6133144789115059,1,B,High,0.06883121888518355,0,A,Low,0.5502914757641799,0,C,Medium-Low,0.7788498954048579,1,B,Medium-Low,1.268025531558774,1,B,Medium-High,-0.45093597023877474,1
1,B,Low,0.5797314744331681,1,B,Low,-0.3111373672572398,0,B,Medium-High,1.1167441165898482,1,C,Low,-0.6707718996882476,1,A,Medium-Low,-0.9384869307453915,1,C,Medium-Low,0.6709006680158409,1
0,B,Medium,1.4852913508607986,0,B,Medium-High,-0.801578699915885,0,A,High,-0.38050514364393506,1,C,Medium,0.38110234026814277,1,A,Low,-0.7288788430251945,0,C,Low,1.1283419076729708,1
0,C,Low,-2.1864825737693296,0,B,Medium-Low,-0.4896469474512434,0,A,Medium-Low,0.4752019773516536,1,A,Medium,1.1035339456909137,1,A,Low,-0.8548738601097892,0,C,High,0.9393534403321131,0
0,B,High,2.2396257653107443,0,B,Low,0.832996213586421,1,C,High,0.08080282826309444,1,C,Low,-0.18982746488808747,1,C,Medium-Low,-0.13980379290275405,0,B,Medium-Low,1.2816148470441693,1
1,B,Medium-Low,0.8650897816885607,0,A,Medium-High,-1.4686612744607672,1,B,Low,-0.06584013718088028,0,C,Medium,-0.4106451580793867,0,C,Low,0.11761865905585435,0,C,Medium,0.06355594606048093,0
1,A,High,0.8744872308337315,0,A,Medium,-0.6664553046808795,1,C,Medium-Low,0.2362258022052452,0,B,Medium-High,-0.22753777168335862,0,A,High,-0.24412411963352373,0,B,High,1.1020140848872126,1
0,B,Medium-High,0.9791254267401016,1,B,Medium-Low,0.6163194264364289,0,A,Medium-Low,0.13696856300670532,0,A,High,0.3660689768879582,0,B,Medium-Low,-1.0733235015437952,0,A,Medium-Low,-1.1925067831379241,0
1,A,High,-0.7403791053886967,0,B,Medium-High,1.072765483214766,1,A,Medium-Low,-0.37982236603375275,0,B,High,-0.7024998405995648,1,A,Low,-0.34808080758185417,0,B,Medium,0.9423290738926426,0
0,C,Medium-High,-0.17921677123284524,0,C,Medium,-0.3037402212466152,0,C,Low,-0.4983306246177265,1,B,High,-0.15680189375513892,1,B,Medium-Low,-0.8033947201646368,0,B,Medium-Low,0.21886627677971132,0
1,A,Medium,0.006419400547693776,0,A,Low,2.7509198717732293,1,A,Medium-Low,0.034653045683514586,1,A,Low,2.6608620434111923,1,B,Medium-Low,-1.7514350962524985,1,A,Medium,-0.6624482510971728,1
0,C,Medium-Low,-0.3910423735972866,0,C,Medium-Low,0.37873039791046964,0,A,Medium-Low,0.07612551835788485,0,B,High,-0.5138289487323779,0,A,Medium-High,0.7284263073244108,0,A,Medium,-0.28969951468593713,1
0,C,High,-0.14856028420794337,0,B,High,0.7877968526845113,1,C,Medium-Low,0.4459256069545583,1,C,High,-0.46350554091058055,1,B,High,0.255242611074823,1,A,Medium,1.573192281299103,1
1,C,Medium-Low,0.15368634765525713,0,C,Medium-Low,1.9403643252765208,0,A,Low,1.4129387089155685,0,B,Medium-Low,0.48024959716588206,0,C,Medium-Low,-0.8117846928419706,1,C,Medium-Low,-0.010398164217948244,1
1,B,Medium,0.46025789455182875,0,B,Medium-Low,0.985844534147988,1,A,Medium-Low,0.8739721809248164,0,C,Medium-Low,1.2404430180428265,1,A,Medium-High,0.17738075833216072,1,C,Medium-High,1.249445286983812,1
1,A,Medium-High,2.431766710257016,1,A,Medium-High,0.6181045478346915,1,C,High,-0.20610671236882502,1,C,Medium,0.033549325023605865,0,C,Medium-Low,-1.008738249048552,0,C,Medium-High,-0.400334529998659,1
0,C,Medium,-0.019556499482277126,1,A,Medium-Low,-0.9125301996775098,0,C,Medium-High,-1.3330531733339197,1,C,Medium-Low,0.39743308759968776,1,A,High,-0.012929415155910362,0,B,Medium-Low,2.546163171796116,1
1,C,High,0.3840405641880627,0,C,Medium,-0.7197353896230907,0,A,High,0.26987444263386634,1,B,Medium-High,-0.6978583420902821,0,B,Low,0.1455214902790672,1,B,Medium-High,-0.3802737073291991,0
0,C,Medium-High,1.2127401827042716,0,C,Low,-1.2075586333302502,1,A,High,-1.6974919448572863,1,B,High,-0.6178965061743312,1,A,Medium-High,0.9348776430946056,1,A,Medium,0.5002370188883798,0
1,A,Medium-Low,3.3686213722315537,1,B,Medium,0.9476190848519966,0,C,Medium-Low,0.7077229109145005,1,B,High,-0.8498360705513047,1,B,Low,-1.6363256381019304,1,A,Medium-High,-1.023288834367924,1
