Obj1_Feature1_binary,Obj1_Feature2_nominal,Obj1_Feature3_ordinal,Obj1_Feature4_numeric,Obj1_Feature5_binary,Obj1_Feature6_nominal,Obj1_Feature7_ordinal,Obj1_Feature8_numeric,Obj1_Feature9_binary,Obj2_Feature1_binary,Obj2_Feature2_nominal,Obj2_Feature3_ordinal,Obj2_Feature4_numeric,Obj2_Feature5_binary,Obj2_Feature6_nominal,Obj2_Feature7_ordinal,Obj2_Feature8_numeric,Obj2_Feature9_binary,Collision
1,B,Medium,-0.07625353919120244,0,B,Medium,1.313597895237924,1,1,B,High,0.852223309196487,1,C,High,-0.21265543452171778,0,1
1,C,Medium-Low,-0.018114953261057835,1,C,Medium-High,0.828428801314667,1,1,A,Low,-0.8391592904935246,0,B,Medium,0.9728973127961251,1,1
1,C,High,-1.525297576987147,0,C,Low,0.277177518963906,0,0,C,High,-0.6576510825043468,1,B,Low,0.550328723903295,0,0
1,C,Low,0.3551097628904636,1,B,Low,0.09638751295779893,1,0,C,Low,-0.47288072750171917,0,C,Low,-0.7202450409391353,1,0
0,A,Medium-High,0.8110352768349433,1,A,Medium-Low,1.5841098710589792,1,0,B,Low,-0.8458736337718367,0,A,Medium-Low,0.4719460296333674,0,1
0,C,High,1.0390752299560124,0,A,High,-0.8095834372361543,0,0,C,Low,-0.011750247909694323,1,B,High,-2.6079733436033545,1,0
1,C,Low,-0.22951786398993684,0,A,Medium,-0.4382068101574128,0,0,B,Medium,-0.21632176166868503,1,C,Medium-High,2.2187685221023425,0,1
1,A,High,0.35418193979111473,0,B,Medium-Low,0.37486123244082586,0,0,A,Medium-High,-1.4266249066724899,1,B,Low,0.9108592485354887,0,1
0,A,Medium,0.9466654301863402,0,A,Medium-High,0.8368779668450634,0,0,C,High,2.258483090907415,1,C,Medium,0.008896521058955447,1,1
0,C,High,0.8959516872026355,1,C,High,0.4272088311474237,1,0,C,Low,1.98647912793737,1,A,Medium-Low,-0.9015441079436315,0,1
0,A,Medium-Low,-1.0639066644554662,0,C,High,-1.2567237066917585,0,0,A,Medium-High,0.02951054119584754,1,B,Medium-Low,0.0920108818380595,1,0
0,C,Medium,0.14196672042097455,1,B,Medium-High,-0.7711625270463841,0,0,C,Medium,-0.265267691276439,1,A,High,0.41633578496610274,0,0
1,C,Medium-Low,-0.155929715051919,0,B,Medium-High,2.009058580566997,0,0,C,Medium-Low,-0.34459740778054354,0,B,Medium-Low,1.1975078053978443,1,1
1,A,High,-0.9655094667590561,0,C,Low,0.7093489334657325,1,1,A,Medium,-0.8609993113573404,0,B,Low,-0.12929083667213337,0,0
0,A,High,-0.46565179128089434,1,A,Medium-High,0.6942830229851209,0,0,C,Low,0.026121777672867788,1,B,Medium,0.3041350144204424,1,1
0,A,Medium,-0.6077485707768111,0,B,Medium-High,0.5786669905351994,0,0,A,Low,-0.45095803533974743,1,C,Medium-High,1.1930860631695568,0,1
1,B,High,0.18256574800045416,0,A,Medium-High,0.75879202988586,1,0,A,Low,-1.5442863409796022,1,C,High,-0.6282582689017234,0,0
0,A,Medium-Low,0.20181878844490916,1,A,High,0.44795820273074455,1,0,C,Low,0.31804087083064647,0,C,Medium,1.1024988080455094,0,1
1,B,Medium-High,-0.3718373291909394,0,A,High,-1.6402364482574894,0,1,C,High,1.0589473309118698,1,B,Medium,0.11935805234962632,1,0
1,A,Medium-Low,-0.09399025087677501,0,B,Low,0.12209132156163609,0,1,B,High,-0.6852413461830821,0,A,Medium-Low,0.7051790387880751,0,1
1,B,Low,1.254113373932638,1,A,High,1.8631148999979152,0,0,B,Medium-High,-0.05153602329304479,0,A,Medium-High,1.428982104742656,0,1
1,B,Low,1.397684813803609,1,C,High,0.4085221966498771,0,1,A,Medium,1.9188605611756682,0,A,Medium-Low,-0.1000563213666212,1,1
0,B,Medium-High,0.2206720762798989,1,C,Low,0.7001725539543744,0,0,A,Low,0.16458087386627634,1,A,Medium,0.22450728873529727,0,1
1,B,High,-0.5792522632756251,0,C,Medium,-0.11973953056567058,1,1,B,Low,-0.019997628462334178,0,C,Medium-Low,-0.0013976953754035236,1,0
1,B,Medium-High,-0.18780665520979056,0,B,Medium-High,0.8246054066646521,0,1,C,High,-2.1077997659487013,1,A,Low,0.17880665266452997,0,0
0,A,Medium,1.9722000872860852,1,B,High,-1.143253633428548,1,1,C,Low,0.6189105349665829,0,A,Medium-High,0.7370214791007628,0,1
0,A,Medium-Low,-0.8302568771838044,0,B,Low,-0.25147853627102323,0,1,C,Medium,-0.027103259600193764,1,C,Medium,-1.033052552657225,1,0
0,B,Medium-High,1.227279723997798,0,B,Low,-0.6255918251215895,0,0,B,Low,-2.2015869366642633,0,C,High,-0.9241275453396668,0,0
0,A,Medium,0.8193464028617973,0,A,Medium-Low,0.5260481348627737,1,1,B,Medium-Low,-1.8511925740271016,0,C,High,0.4255469129124603,0,0
0,B,Medium-High,-0.4728071560734942,0,A,Medium-Low,-0.05812515674428393,1,0,A,Medium,-0.7528285383300157,1,C,Medium-Low,1.284991307176948,1,1
1,C,Medium,-0.43729766274959775,1,B,Medium-Low,-1.433461824177041,0,0,B,Medium,0.23967715486571908,0,A,Medium-Low,0.2876664677832086,0,0
0,B,High,0.46603676174340486,0,B,Medium-Low,-0.44155464646255815,1,0,B,Low,0.316804665388299,1,A,Medium-High,-0.175829788292247,0,1
1,C,Low,0.4317062375148801,1,C,High,1.0793299741858156,1,1,A,Medium,0.2685617772315835,0,C,High,-1.5370120204235647,0,1
1,B,Medium,0.7858196889922324,1,C,Medium-Low,0.654269504919187,1,1,A,Medium-Low,-0.038333297501731214,0,A,High,-0.7553609572449614,0,1
1,C,High,0.42951295474226747,0,B,Medium,1.086106350741464,1,1,C,High,-1.7366749875192238,0,A,Low,0.7786884278192936,0,1
0,A,Medium-High,1.0761388278680437,1,C,Medium-Low,0.4623748564267896,1,0,C,Low,0.3313565761447181,1,A,Medium-Low,1.3784929011705016,1,1
0,C,Medium-Low,-0.46322135125937874,0,A,Low,-0.1125931217720438,1,0,C,Medium-Low,0.31321636816667475,1,B,Low,-2.917442091306222,0,0
1,A,Medium,1.369991553529321,0,A,Low,2.035277550947032,1,1,C,Low,-0.5634178344079688,1,A,Medium-Low,1.801860229280921,0,1
0,A,Medium,-0.9725893932193485,0,A,Medium-Low,-1.4023389124550578,0,1,A,Medium-High,-1.9909127312700747,1,B,Low,-0.22509205867063517,1,0
1,B,Medium,-1.773852670718753,1,C,Medium-Low,0.16650246337925778,1,1,A,Medium,-0.45012515092767463,1,B,Medium-High,1.1320870461371682,1,0
0,C,Low,0.29838022307910667,1,B,Medium-Low,-1.512406394890738,1,1,A,Medium-Low,-1.6295334981117617,0,C,Medium,-0.5611211503648597,0,0
1,C,High,-1.459010989030156,1,B,Low,2.839702533322488,0,0,C,Medium,-0.19944935785121973,1,A,Medium-High,-1.1182740538840952,0,1
1,C,Medium-Low,-0.1815509321466982,0,A,Medium,0.6359140182450163,1,0,A,Medium,0.39589236163605007,1,C,High,0.19857842067054376,1,1
1,C,Low,1.3545998870613916,1,B,Medium-Low,1.0627880791993072,0,0,B,Medium-High,-1.6771510324847068,0,A,High,0.24235379685228461,0,1
1,A,Medium,-0.8616771011617387,0,A,High,-1.587804581922854,1,1,A,Low,0.04438738737658482,1,B,High,-0.5235625345376251,0,0
0,B,High,-0.7553046392772869,0,A,Low,-0.4370614226025029,0,0,C,High,-0.24810168696982215,0,C,Medium-High,-0.3205194309047588,1,0
0,A,Medium-Low,0.9277711840235915,1,B,High,1.1753896149827383,0,1,C,Medium,0.6190141036135969,0,C,Medium-Low,0.6174824977689326,0,1
1,A,Low,-0.34450208399591614,0,B,Low,0.6706009256656281,0,1,A,High,-0.3772115264316107,0,C,High,-0.26630177383322584,0,0
1,B,Medium,-0.7671126086865847,1,C,High,-1.2732179640689079,0,0,A,Low,0.5247817637556259,1,B,Medium,0.09816484293534561,0,0
0,C,High,1.1351938017613865,0,B,Medium-High,-0.9354789025033164,0,1,B,Medium-Low,-0.3907571470231959,0,C,Medium-High,1.0889939395937975,1,1
1,B,Medium,0.4890684206607674,0,C,High,1.4558314860102881,0,1,A,Medium-Low,-1.2986212365384717,0,C,High,0.6310200381422484,1,1
1,A,High,-0.8879283584703541,0,B,High,0.1526103981351535,0,0,B,Medium-Low,-0.9448214993766917,0,A,Medium-Low,1.6981018618808834,1,1
0,B,Low,-0.40517475301770084,1,B,Low,-0.6653108023505393,0,0,A,High,0.8497323283709634,0,B,High,-0.8885685858215373,1,0
1,A,High,1.4440864728860936,1,A,Medium,2.137427423497239,0,0,B,Medium-Low,1.013959493322044,0,A,Low,-0.4332764171779761,0,1
0,A,Low,1.6195399983036751,1,B,Low,0.8935688261233616,1,0,C,Medium-Low,2.439887987023127,1,A,Low,0.8474476779643818,0,1
1,B,High,0.8265085756849487,1,C,Medium,-1.7728189267891092,0,1,A,Medium-Low,1.7724595806072818,0,A,Medium,0.5457501809694513,1,1
0,B,Medium,0.868342973658654,0,C,Low,-0.343252860129712,0,1,B,Medium-Low,0.7207457968342802,0,A,Medium,0.696611742807882,0,1
0,A,Medium-Low,-0.4821708638952608,1,C,High,1.301292373574236,1,1,C,Medium,0.19453791118122543,1,C,Medium,0.24697574353264584,0,1
1,A,Medium-Low,-0.597851018383952,0,C,Medium,-0.8161331375322806,1,0,C,Medium-Low,0.955104490375415,0,C,Low,-1.310858266264697,0,0
1,B,Medium-High,0.19923301808756663,1,A,High,-0.33652748333734717,1,0,C,High,-0.09616023404936298,0,C,Medium-Low,1.9916061481177667,0,1
0,A,Low,2.7223436562605996,1,A,Medium,-0.3804343281256977,1,1,B,Medium-Low,-0.8725385314293781,1,B,Medium-High,-0.23029231520849325,0,1
1,A,High,-0.4194343490472119,0,C,Low,-1.6497211134726537,0,1,B,Medium-Low,0.8093746667368181,0,C,Medium-Low,0.8849670085754378,1,0
0,B,Low,0.8614022833436776,0,B,Medium,-1.8062842949362619,0,1,B,Medium-Low,0.16154855013316063,1,B,High,1.7224255226017804,1,1
1,A,Medium-Low,-0.7078635167138713,0,A,Medium,0.5254045444965427,1,0,A,Low,-0.9831325024986827,1,A,Low,0.3737598668974522,1,0
0,C,Low,-1.9338771041687095,1,B,Medium-Low,0.23993890549175773,0,1,B,Medium-Low,-0.3990999405610562,1,C,Low,-0.9062000567665343,1,0
0,A,Medium-High,-1.0298094926046375,0,C,High,0.8959791966903663,1,1,C,Medium-High,-1.1360264428138012,1,C,Medium-High,0.7330854424749705,1,0
1,B,Medium-High,-1.3393990142078316,1,A,Medium-Low,1.5055176010499478,1,0,A,Low,-0.4309310941964733,0,A,Medium,-0.8349539712345057,1,0
0,A,Medium,1.1470364103235775,0,A,Low,-0.8397136051019749,0,1,B,High,-0.4016779175291575,0,C,Medium,-0.6970280447249161,0,0
1,B,High,-0.11470840696053661,0,B,Low,0.24236625581020374,1,0,A,Medium-Low,-1.3292224046204406,1,C,Medium,0.02105780775493874,1,0
0,A,Medium-Low,0.3534507786160167,1,A,Medium-High,1.12476092740936,0,0,B,Medium-Low,-1.4147942338521633,1,B,Medium,0.5272840373968,1,1
1,B,Medium-High,-0.4882851434511692,1,C,High,-0.21593866713720622,1,1,C,High,0.013782512716342166,1,B,Medium,0.9792813623720926,1,1
1,A,Medium-Low,-0.06226321548382529,0,C,Low,1.100794176629427,0,0,B,Medium-High,0.5953916278797529,0,A,High,1.3692306454207643,0,1
1,C,Medium-High,1.105168984873778,0,B,High,-0.9793171246305418,1,0,B,Low,0.398430491945776,1,A,Medium-High,-1.9966954859587367,0,0
1,A,Medium-High,-0.2569963344880336,0,C,Medium,-1.4729580419059107,0,0,C,Medium,-1.2908024752196676,1,B,Medium-Low,-0.757553368912506,1,0
0,B,Medium,0.35418783589891106,1,C,Low,-0.5238485351680523,0,1,B,Medium,0.1920351206223738,0,C,Medium,0.5166681005207527,0,1
1,C,Medium-High,1.6445596989117928,1,A,Medium-High,-0.7997379811912001,1,1,A,Medium-High,0.9541665778664832,0,B,Medium,-0.6795625997528514,1,1
0,A,Medium-Low,0.9541646263559916,0,B,Medium-Low,-0.03493554302536473,1,0,C,High,-1.1380329526133288,0,A,High,-0.27111996632730506,1,0
1,A,Low,-0.5251696522525597,1,A,Medium-Low,0.5572130641872355,0,1,A,Medium-Low,-1.0893686110875755,1,A,Medium-Low,1.0762602246541957,1,1
0,B,Low,0.9820464588726282,0,A,Medium-Low,-0.810484490246777,0,1,C,Low,-0.29369583443267594,0,C,High,-0.1438850135579693,1,0
0,A,Medium,-0.37419882713969027,1,A,Medium,0.5497021552927289,0,0,C,Low,-0.22568258648789646,1,B,Low,-1.1237930573927009,1,0
0,B,Low,0.13730934209134832,1,A,Low,-0.8508622613230178,0,0,B,Medium-High,2.151167500704208,1,C,Medium,0.46936136747837304,1,1
1,B,Medium-High,1.3740775351383692,1,C,Medium-High,1.206837470190839,1,1,A,Medium-Low,0.26883249097342155,1,C,Low,0.3261909729222429,0,1
1,C,Medium,-0.22020947424751436,1,C,Medium-High,0.42475106884221087,0,1,B,High,0.5793634499398633,1,C,Low,0.9670967938180716,0,1
1,B,Low,-1.0124139569735706,0,B,Medium-Low,-1.0801033929246269,1,1,A,High,-0.7468330999969712,1,C,Low,1.6060734119303157,1,0
0,B,High,0.3619123993525043,1,C,Medium-Low,0.9478516731014629,1,0,A,Medium-Low,-0.43090655645971626,0,A,High,0.7407994813246668,1,1
1,C,Medium-Low,-2.3184531171390206,1,A,Medium-Low,0.8261926930768915,1,0,C,Low,0.12914823625340544,0,A,Medium,-0.6526156864863494,1,0
0,B,Medium,-1.068261180558758,1,C,Medium-High,-0.6421879696367893,1,1,B,Low,-0.8664149762127175,0,A,Medium-High,-0.6460759439740874,1,0
0,C,Medium,-0.3307237142592766,0,A,High,-1.0256563702054748,0,0,A,Medium-High,0.29155520705656424,0,A,High,0.9979257069974565,1,0
1,C,Medium-High,0.43487496094278805,0,B,Medium-Low,0.03786366967850227,1,1,B,High,-0.1105744262705914,0,B,Low,-0.397792475531963,1,0
1,C,Low,1.777746770975069,1,B,High,0.5452961174689994,0,0,C,High,-0.48006241450384385,0,A,Medium-Low,-0.03059426860318807,0,1
0,A,Medium-Low,-0.48933853382284476,0,C,High,-0.23719267410804193,0,1,A,Low,0.42057220552862506,1,C,Low,0.2703261058730577,0,0
0,B,Medium-Low,-0.2046447119508074,0,C,High,-0.22314473140080798,0,0,C,Medium-High,-2.0922315624282057,0,B,Low,-0.2866393757601624,0,0
0,B,High,0.3721487065275479,0,B,Low,-1.167490872451277,1,1,C,Low,0.2222316172911575,0,B,Medium,-0.48666585018302183,0,0
0,C,Medium,-2.6475495337222954,0,A,Medium-Low,-0.22382774582853834,1,0,C,Medium,2.4388332422255607,1,C,High,-0.9678315328156392,0,0
1,B,Medium-Low,-0.6506128217727548,0,C,Low,-0.4929299817673547,0,1,A,Medium-Low,0.6003769248849466,1,C,Medium-High,0.7662381489606748,0,1
1,A,Medium-High,-1.2491479017497107,0,C,Medium-High,1.6576100252767623,1,0,B,Medium-Low,-0.187180602694114,0,A,Medium-Low,0.9533113108449884,1,1
1,B,High,1.8790708268542005,0,B,Low,-0.49640011052410193,1,1,B,Medium-Low,0.6919872246392095,1,A,Medium-Low,-1.8218741917492962,1,1
1,A,High,-1.4983723427556395,1,A,Medium,-0.7374321139716126,1,1,A,High,-1.1033646905433883,1,A,Medium,-0.09615417979382611,1,0
1,A,Low,-0.13587056584844653,0,C,Low,-0.10274363686226635,0,0,A,Medium-High,0.6616184607729858,0,A,Low,1.0981726596547599,0,1
0,B,High,-0.644406516984059,1,A,High,-0.7745160152426543,0,1,C,Medium-High,-0.27089440639300755,1,A,Low,0.0550070064935354,1,0
1,C,Medium-High,0.17761203196544645,0,A,Medium-Low,0.9431622545672005,1,0,C,Medium,-1.3470455589880053,1,A,Medium-Low,-1.6437928115857992,0,0
1,C,Medium-High,-0.3441758385152191,0,A,High,0.1787180046980249,0,1,C,Medium,2.696430805140378,1,C,Medium,-0.05641643513225289,1,1
0,C,Medium-Low,-0.7737645007514171,0,A,Medium,-1.4204219725735707,1,0,B,Medium-Low,0.18286281600551862,0,A,Medium-High,-2.4316016898939212,0,0
1,C,Low,-0.7077491567546769,0,A,Medium,0.5928452355412368,1,1,A,Low,0.2310785719227459,1,C,Low,-0.622023224124978,0,0
1,B,Medium-High,-0.2449262104331687,0,C,Low,-0.623583574308879,1,1,B,Medium,-1.536015600512309,0,C,Medium-High,-0.18906491445624804,1,0
1,C,Medium-High,-0.2326571645490108,1,A,Low,0.16435910299965636,1,0,B,High,0.8772114618213829,0,B,Medium-Low,0.09451261118913035,1,1
1,A,Low,0.001554816709421425,1,B,High,0.658519805835905,0,0,C,Medium,1.7168351988368726,0,A,Medium,0.15869329753288636,1,1
1,A,Medium-High,0.12116141973653143,1,B,Medium,-1.0793471941657964,0,0,A,Medium,-0.2960125729277038,1,A,High,0.19952374907391113,1,0
0,B,High,-1.9309773483680612,1,B,Medium,0.5727112448759718,1,1,A,Medium,-0.7338670813006527,0,A,Low,-1.8538019947449753,1,0
0,B,Medium-High,-0.8388846390636766,0,A,Medium,0.5662587353230447,0,0,C,Medium-Low,0.4426424577215221,0,C,High,0.824158590088815,1,1
1,C,Medium-High,0.008393672035103295,1,C,Medium,-1.3302853616029793,0,1,B,Medium-High,0.4052249914918354,0,C,Low,1.2578691685046377,0,1
0,B,Medium-Low,-0.1168889416219081,0,C,Medium-Low,-0.015915694815202157,1,1,A,Medium,1.1498311268511567,1,A,Medium-High,-1.8194830759181209,1,0
1,B,High,-1.4358348122891742,1,C,Low,0.3943556221022218,1,1,A,Medium-High,1.3795861633965947,1,C,Low,0.045310100052545786,0,1
0,A,Medium-High,0.4416882996369315,0,A,High,1.0099895609801863,1,1,B,High,-0.7879115438049923,0,B,Low,-0.5040630763544993,1,1
1,B,High,-0.2688040877418932,1,C,Medium,1.7560019557435569,1,0,C,High,-1.7816800137678488,1,C,Low,0.9739076860404777,1,1
0,A,Low,-0.6515858040251044,1,A,Low,-1.2142224965735882,1,1,B,High,0.017453019911690043,0,C,Medium-High,1.5570141069847827,0,0
1,C,Medium-Low,-1.5602611268428195,0,C,Medium,-0.17354671772003502,0,1,C,High,0.7560911687607078,0,C,High,-0.17624571756614227,0,0
1,C,Medium-High,0.3611847928568686,1,A,Low,0.002754389550270996,0,0,A,Medium-Low,1.3238427696151414,0,C,Medium-High,1.1997460325278062,1,1
0,A,Low,0.32166626644151003,1,B,Medium-Low,-0.9473342575546121,0,1,C,Medium-Low,0.1867042037587652,0,B,Low,0.09288803587481599,0,0
1,C,High,-0.09833048077384278,1,A,Medium,-1.3632021175648896,1,1,C,Low,-0.5248831808370876,0,B,Medium-High,-0.6875375513922153,1,0
1,A,Medium-High,-0.8351420065601014,1,A,Medium,1.6232744212226726,0,0,C,Medium-High,-0.11752666871437935,1,B,Medium-Low,-0.12391801158292537,1,1
1,A,Medium-Low,-0.4555134527577405,1,C,Medium-Low,-0.5071811698614614,1,0,A,Low,0.5904953214806595,1,B,Medium-High,-1.2382751051264458,0,0
0,C,High,1.010163336806744,1,C,Medium,-1.4677739960761145,1,0,C,Medium,-0.19736591401901366,1,C,Medium-Low,1.3841928921443567,0,1
1,B,Medium-High,-1.4547053796207259,0,A,Low,-0.3301861823023815,0,0,B,Medium,0.5105448075016217,1,B,Medium-Low,-1.4859273458038103,0,0
1,B,High,0.4661617222255531,1,A,Medium-Low,-0.8541015117752997,0,0,B,High,-0.9474532363553494,0,B,Medium-High,0.11149870962749528,0,0
1,A,Medium-Low,-0.17112981149463705,1,B,Medium-Low,1.6751113433701308,0,0,B,Low,-0.10271404807039637,1,B,Low,-0.1521413335529738,1,1
0,A,Medium-High,-0.0359443647843692,1,A,Medium,0.5948450815425965,1,0,B,Low,-0.23645937783906362,1,B,Medium-Low,0.7347574994198895,1,1
1,A,Low,0.7601825865585113,0,A,High,-0.6503434843881768,0,1,C,Medium,0.5551909239742617,0,B,Low,0.6022947610162085,1,1
1,B,Low,-0.000801337040371267,1,B,Medium-Low,1.1109365361273702,1,0,C,Low,-0.647099023282972,0,A,Medium-High,-2.9482698848806295,1,0
1,C,Medium,1.499692826595835,0,C,Medium-Low,-1.5779800969643887,0,0,B,High,1.5903173444411343,0,B,Low,-0.21944828243385928,0,1
0,B,Medium,-1.452483044456077,0,A,Medium-High,0.38637372868929526,0,1,B,High,-0.8752871033099691,0,A,Medium-Low,-1.288786044022942,0,0
0,C,Medium,0.9402634009653094,1,C,Low,1.2902854634210204,1,1,C,Medium-Low,-0.5657739188478773,1,B,Medium-Low,1.1047947773549434,1,1
1,A,Low,-0.822687253986098,0,A,High,-0.8092809281532308,0,1,A,Medium,-0.37529398469575836,1,A,Medium-Low,0.29322379262581333,0,0
1,B,Low,0.3762886963953349,1,C,Medium-Low,-0.46991585370350747,1,1,B,Medium,-2.8149757839102243,1,B,Medium-High,-1.8649597932780926,1,0
0,A,Medium-Low,-0.6139382292701542,0,A,Medium-Low,-0.10261228432948727,1,0,A,Medium,-0.45288143892289867,0,B,Medium-High,-1.8521277605824662,1,0
0,C,Medium,-0.6456061642713453,1,C,Medium,-1.0800665057144627,1,1,C,Medium-Low,1.9662284885440564,0,B,Medium-High,-1.110958638496807,0,0
0,C,Low,-1.2140275028249492,1,A,High,0.9526455355612891,1,0,C,Medium-High,0.6832306385012001,0,A,High,-0.1037887529918923,1,1
0,C,Medium,-0.6078902472296425,1,C,High,-2.449952809383631,1,1,B,High,1.8247152081272993,1,A,Medium,-1.852011604699724,1,0
1,A,Low,1.3200439592755675,0,B,Medium,-0.3523084295018624,0,1,A,Low,-0.6845067345631428,0,A,Low,0.45997953358654653,1,1
0,C,Medium-High,0.6055193145537903,1,C,Medium,-0.6835952018375574,0,1,A,High,0.018291275978981326,0,C,Medium-Low,2.0922453480437473,1,1
1,B,Medium-Low,-0.35217115684538763,1,C,High,0.5210093533323574,0,1,B,Medium-Low,-1.0283828092369576,1,C,Medium-Low,0.9597710233369958,0,1
1,C,Medium-Low,-0.5743644702666367,0,A,Medium-High,0.8056329348254196,1,0,B,Medium-High,-1.5046571375660989,0,A,Low,-1.0792139097031712,0,0
1,B,Low,-1.8207921639211153,0,C,Low,2.2997168828413224,1,0,A,High,0.9877103466375633,0,A,High,-0.22338640334209758,0,1
1,A,Low,-1.3859436406304648,1,A,Medium,0.4308192188546438,1,1,C,Medium-High,1.4235424936798236,1,C,Medium-Low,0.7837250070522798,0,1
