Obj1_Feature1_binary,Obj1_Feature2_nominal,Obj1_Feature3_ordinal,Obj1_Feature4_numeric,Obj1_Feature5_binary,Obj1_Feature6_nominal,Obj1_Feature7_ordinal,Obj1_Feature8_numeric,Obj1_Feature9_binary,Obj1_Feature10_nominal,Obj2_Feature1_binary,Obj2_Feature2_nominal,Obj2_Feature3_ordinal,Obj2_Feature4_numeric,Obj2_Feature5_binary,Obj2_Feature6_nominal,Obj2_Feature7_ordinal,Obj2_Feature8_numeric,Obj2_Feature9_binary,Obj2_Feature10_nominal,Collision
1,A,Medium-High,0.2273938754912636,1,C,Medium-High,1.284181383684677,0,C,1,C,High,0.42467653217321105,0,B,Medium-Low,0.775006560405468,1,B,1
0,A,Medium,1.2599082030246838,1,B,Medium,0.5906391920983728,1,A,1,A,Medium-Low,-0.10814672779057971,1,B,High,-0.20192334562157213,0,B,1
0,C,High,-0.3569272382651112,1,B,Low,1.2238290715095668,0,B,1,B,High,0.6557858426069237,0,C,Medium,0.14956781747924747,0,A,1
1,B,Medium-High,-0.40177358643164124,1,C,Medium,-0.45374392731664653,0,C,1,A,High,2.7889068192564745,1,C,High,0.7304079603344664,0,A,1
0,B,Medium-High,0.6539830887752707,0,C,Medium,-0.1471219558835018,1,C,1,B,Low,-0.022776035127581716,0,C,Low,-0.08719246721035506,0,C,1
1,B,Low,-0.37450260114644435,0,B,Medium-Low,0.07883419394937376,1,A,0,A,Medium-High,0.35765193818623037,1,B,Medium-High,0.5316113070756857,0,C,1
0,A,Medium-Low,-0.32628570267392054,0,B,Medium,2.4706016367304646,0,A,1,C,High,-0.6646047637845615,0,C,High,0.9636754089242892,0,A,1
1,B,High,1.6008878246617717,1,A,Medium,1.0971564144339403,0,C,0,A,Medium-High,-1.3555214701608773,1,A,Medium-Low,-0.2056511564315115,0,C,1
0,A,Medium-Low,-1.1387384202525526,0,C,Medium-Low,0.2454840377786026,1,B,1,C,Medium-Low,1.0812555919443692,0,A,Medium-Low,0.7897195324747726,1,C,1
1,A,Medium-High,0.7237568219523806,0,A,High,-0.8780636452287626,0,C,0,B,Medium-Low,-1.4772596948198307,1,B,Medium,0.3307786826053234,0,A,0
0,C,High,0.24073675933833324,0,A,Low,0.2823703177833396,1,B,0,A,Medium,-0.638615790267298,1,C,Medium-Low,0.5787921237143518,0,B,1
0,C,Medium,0.4663624440932341,0,A,High,-1.4383525450629764,0,C,0,A,Medium-High,-1.2779344185384807,1,A,Medium-High,-0.019497054955499003,1,C,0
0,A,Low,1.468934967714673,1,B,Medium-High,-0.8421080435836934,0,B,0,C,Medium,0.6791104782942025,1,B,Low,-1.217438694360213,0,C,1
1,B,High,0.11033740523995704,1,A,Medium,-0.0497165607398773,0,B,1,B,Medium,1.0938152726359562,1,C,Low,0.23622179463625054,0,C,1
1,B,High,-1.1499844452350956,0,B,Medium,1.5215093719976855,0,B,0,C,Medium,-0.8928402780591977,0,B,Medium-Low,0.6288309876775425,1,B,1
0,B,Medium-High,-0.9326286824901204,0,A,Low,-0.5812996802279438,1,B,1,C,Low,-0.2258436651261002,0,B,Medium-High,-0.43092682823703476,0,B,0
0,A,Medium-High,0.1917154918729318,1,C,Medium-High,0.9363550449580474,0,C,1,B,Medium-High,-0.262529988115956,0,B,Medium-High,1.4945149625809926,0,A,1
0,B,Low,-0.8096335686493792,0,C,Low,-0.29833144729820943,0,A,1,A,Low,-1.4495264208872756,1,C,Low,-0.6643463466277035,0,C,0
1,A,Medium,1.2706565553203568,0,B,Medium,-0.6510096507716667,1,B,1,A,Medium-Low,0.39825975108209694,0,C,High,0.6615466548697521,1,C,1
0,C,Medium-Low,1.0210761001374704,1,C,Medium-High,-0.885727467740474,0,A,0,C,Medium,2.524448768669448,0,B,Medium-Low,-0.7183105031584284,0,B,1
0,C,Medium,1.4920221143134471,1,C,Medium-High,-0.44523048050406033,1,A,1,A,Medium,0.6272993131578966,1,B,Low,-0.44904323615874886,1,A,1
0,C,Medium,-0.7710654278805708,1,C,Medium-Low,0.4860062566101194,1,B,1,B,Medium,0.3019793382194961,1,A,Low,0.7974907285166815,0,B,1
0,C,Low,0.12640055084855784,1,C,High,0.19859626840428704,1,C,0,A,Medium-High,0.25555421326524513,0,A,Medium,0.8302530538595625,1,C,1
1,C,High,-1.6798338182195611,1,C,Medium-Low,-0.8147163791411741,1,A,0,C,Medium-Low,0.9056429908957396,1,B,Low,-0.721184700120248,0,C,0
1,A,Medium,1.5454050315145467,0,B,Medium-Low,-1.0673684594795259,1,C,1,A,Low,-0.3739256760256825,0,A,Medium,0.237233579475837,1,C,1
0,B,High,-0.9660962513529754,1,C,Medium-High,-1.3223833227022654,1,B,0,A,Medium-Low,-0.7514664230460892,1,C,Medium-Low,-1.420092438169965,0,A,0
0,C,Medium-High,-1.4221499848638108,0,C,Low,1.557867081869373,1,B,0,A,Medium,1.823241091900893,1,C,Medium-High,-0.377573790510509,0,A,1
1,C,High,0.9886834955029333,1,A,Medium-High,0.11986556223698634,0,B,1,B,Medium,0.10694862639283108,0,A,Medium,-0.15420205218245064,0,C,1
0,A,Medium-High,0.15310211665657686,0,A,Medium-High,-0.2802268326964267,0,C,0,C,Low,-0.23771687920797505,1,C,High,-0.4584239558466424,0,C,0
0,B,High,-0.19590223466379467,0,B,Low,0.5523748798690951,1,B,1,C,Medium-High,0.156659141864108,0,B,Medium,-1.2599175434440748,1,A,0
0,C,Medium,-0.014762784378733438,0,A,Medium-Low,-1.077955883193469,0,B,1,B,Medium,0.388169528184594,0,C,Medium-High,-1.6226250069135248,0,C,0
1,B,Medium-High,0.7715362153505901,0,C,Medium-High,0.3930931660413953,1,C,1,C,High,0.5221595528106734,1,B,Medium,-0.5815181780225813,1,C,1
1,B,High,1.761545954194731,0,A,Medium-Low,-0.13345234037638887,0,B,1,C,Medium-High,-0.9750965648014223,1,C,Medium-Low,0.22965429509679328,1,B,1
0,A,Medium,0.11223628961511666,1,A,Low,-0.2514259933681018,1,A,0,A,Medium,1.024029778077985,0,A,Medium,0.3628839840278617,1,A,1
0,A,Medium-High,0.3403601863496009,1,B,Medium-Low,0.26965632496109393,0,A,1,A,Medium-High,0.4291092163006665,1,A,Medium,-0.880969322472075,0,C,1
0,B,Medium,-1.7760067141218754,0,C,High,-1.102157814933482,0,C,1,C,High,0.4605068599878279,0,A,High,-1.814686697688873,0,B,0
0,B,Medium,1.8301521026997671,1,A,Medium,0.008213488862443656,1,B,1,C,Medium,-0.5494556193506189,0,B,Medium-Low,-0.10037698148464543,1,A,1
1,C,Low,-1.0576387262997575,1,A,Low,0.17184331436883307,0,A,0,B,Low,2.0027846082883105,1,B,Low,-1.7555310670482727,0,C,0
1,A,Low,-1.0014247225249189,1,B,Low,-0.798200705992945,1,C,1,B,Medium-High,2.0486850126032925,0,A,High,-0.6157515612968006,0,B,0
1,C,Low,1.2324301170300433,1,B,Medium-Low,-0.35891983317044246,0,C,0,C,High,1.166430951507343,0,C,High,0.6758315779169755,1,C,1
0,B,Medium-High,0.36037135376313706,0,C,Medium-Low,0.2112421991813547,0,A,1,C,Medium,0.081844837238518,0,B,Medium,0.7255181981553472,0,B,1
1,C,Medium-Low,-1.5750858692336775,0,B,Medium-Low,-0.39247564925826905,0,A,0,B,Medium-Low,2.129442692789941,0,C,Medium-High,0.7447857651264879,0,A,1
1,B,Medium,-1.1073920700107933,0,C,High,0.8125222825890472,1,C,0,A,Low,-1.610862893586422,1,C,Medium-High,0.3005630652363042,0,A,0
1,A,Medium-High,0.4341021267103994,1,A,Medium,0.6069801346596784,0,A,0,B,High,0.5265768094083544,1,C,Medium-High,-0.4952029437455679,1,C,1
1,A,Low,0.5244037478947774,1,A,Medium,0.6945874659274882,1,C,0,C,High,-2.25034167021205,0,C,Medium,1.31139056374585,0,B,1
0,A,Low,-0.5796133999603889,0,C,Medium-Low,1.6127887006345583,0,C,1,C,High,-0.11374553924855134,1,C,Medium-High,0.28663016103812305,1,C,1
1,B,Medium-High,-0.32900998979888285,0,A,High,-0.6630415739536913,0,A,1,A,Low,-1.6241830356739966,0,C,Low,0.1830845212994484,1,A,0
1,A,Medium-High,0.9451775849597331,0,C,Low,-1.9908443352934821,0,A,0,A,Medium-Low,1.0667301260037219,0,C,Medium-Low,1.2813035451076282,1,A,1
1,C,Medium-Low,1.3226845466749986,0,B,Medium,0.6118107198212074,0,C,1,B,Medium,1.2831554643569172,1,A,Medium,0.9930266994097885,0,A,1
0,B,Medium,-0.8008724775895036,0,A,Medium-High,-1.141319936946529,0,A,1,A,High,-1.270242183825632,0,C,Medium,0.16261223589597915,0,A,0
0,C,Medium-Low,-0.1037666718347269,0,A,Medium-High,-1.5506672207553722,0,B,0,B,Medium-Low,0.7792272642513777,0,A,Medium,-1.204797198201553,1,A,0
1,A,Medium-High,2.1047744951319474,0,A,Low,1.6279743633074881,0,A,0,C,Medium-High,-1.2959283483073851,1,B,Medium,0.5597520260257466,0,C,1
1,B,Low,-0.9325343291157464,0,A,Medium-High,0.5725947003166835,0,B,1,B,High,-0.17799769213411767,1,C,Medium-High,0.6960895754082391,1,B,1
1,B,Medium-High,0.03930943767537967,1,B,High,1.4911353078478553,0,B,0,C,Low,0.8626982358764463,1,A,High,0.12632036925996026,0,A,1
0,C,High,0.036661294437571774,1,C,Medium-High,2.8305512820264314,0,A,1,B,Medium-Low,-0.30263726961477677,1,B,High,-1.3929511318228764,1,B,1
1,C,Medium,-1.1299155368195133,0,C,Medium,0.6615120797955956,0,A,0,B,Medium-High,0.5948769855579982,1,B,Low,1.8706108366704244,0,B,1
1,B,High,1.6013680930196437,1,A,High,0.43917861995552326,1,A,1,C,Medium,0.11388484682854892,0,A,Low,-0.6459285244722258,0,C,1
1,C,High,-1.0436091383290556,1,B,Low,1.4271890728489685,0,C,0,B,Medium-Low,-0.27556927050810215,0,C,Medium,-0.18986131457727637,0,A,0
0,C,Medium-High,-0.3818532558736252,0,A,High,-1.94184371163633,1,C,0,B,Medium,1.0463076213827793,1,C,Medium-Low,0.08609321973293756,0,B,0
1,C,Medium-High,0.47798121330756466,0,C,Medium,-0.32771678993960934,1,C,1,C,Medium,-0.9514894980141338,1,C,Medium-High,-0.099176500775055,0,C,0
0,A,Medium,0.9367334331515408,0,B,Medium-High,-0.9140307493836483,1,B,1,A,Medium-High,-0.9872104230781477,0,B,Medium-High,0.31900844407948853,1,B,0
1,C,Medium-Low,-2.293063756976824,1,C,Medium-Low,0.23085188793804762,1,B,1,A,High,1.0797278089016755,0,C,Medium,0.5747845202240962,0,B,0
0,B,Medium-High,-0.054899806268806604,1,C,Medium-High,-0.46609500164924755,0,B,1,C,Medium,-2.967107891919103,1,C,Medium,-0.269422488252215,0,B,0
1,C,Medium-Low,0.013647177813110646,1,C,Medium,0.2879146018282809,0,A,0,A,Low,0.6839569120620378,1,A,Medium-Low,-0.864010294137405,1,B,1
1,C,High,-0.00923445561686019,1,C,Medium,1.248073066219453,1,C,0,A,Low,-0.8518045719307984,0,B,Medium,-0.4482818226015182,0,B,0
1,C,Low,-1.6478537222452536,0,B,Low,0.11002575113069435,0,C,1,C,Medium-High,-0.7763935892276935,1,B,Low,-0.2481931833367132,1,A,0
0,B,Medium-High,-0.28296882635521264,1,C,Medium,0.014830001503156654,0,A,1,B,Medium,0.5594211712781257,0,C,Medium,1.1165020766795923,0,C,1
0,B,Low,0.04976729210489304,1,B,Medium,-1.4846940198763645,1,B,1,A,Medium,-2.6051433104601984,0,A,High,-0.514587871354797,0,C,0
0,C,Medium-High,-1.1043460634740039,1,B,High,-0.8755400037666246,1,C,1,A,Medium,0.36076336564840994,1,B,High,0.8198701022383653,1,A,0
0,B,Medium,-1.3190431843079704,0,C,Low,2.228207095177818,0,C,0,C,Medium-Low,0.2810646997043397,1,B,Medium-High,-1.8461711276804909,1,A,0
1,A,Medium-High,0.16820015961329665,0,C,Medium-Low,-0.2305148627572063,0,B,0,B,Medium-High,1.4923413531533938,0,A,High,-2.3355874763408693,0,A,0
0,C,High,0.040239346256453465,1,B,Medium-High,0.6181297733289031,0,B,1,C,Medium-High,-1.713485750141355,0,C,Medium-High,-0.5891535706702049,0,A,0
1,A,Medium-Low,0.4067921603651505,1,B,Medium,0.10340811505778251,0,A,0,B,Medium-Low,0.14540285926068866,0,B,Medium,1.5217889930658908,1,A,1
0,A,Medium-Low,1.2692083665752945,0,A,Medium-High,-0.24111726576983963,0,A,0,C,High,0.10292763342606928,0,C,Medium,1.0974660452872413,0,C,1
1,A,Medium,1.1217487075392514,0,B,Low,0.16338807256631618,0,C,1,C,Low,0.8934916061213396,1,B,Medium-High,-0.849782466756979,1,A,1
1,B,Medium-Low,-2.139857445314028,1,C,Low,-0.8483009106914745,1,A,0,C,High,-0.3447165448706328,1,A,Medium-High,-2.5949415586252607,0,B,0
1,B,High,-0.38590421732763935,0,C,Medium-High,0.2727627285357644,0,B,0,A,Medium,-0.8644881828536212,1,A,Medium-Low,-0.3753789643126583,0,C,0
0,A,Medium-Low,-0.4070040740068225,1,A,Medium-Low,-0.6017560871844109,1,C,0,A,Medium-Low,0.3128093048204131,0,B,Medium-Low,-1.008979285079689,0,B,0
1,B,Low,-0.560460340267092,1,B,Low,0.6498396337651848,0,C,1,C,Low,-0.09312574317015868,0,C,Medium-Low,0.24882729329943476,1,B,1
0,B,Low,0.993227449744135,0,C,Medium-Low,0.3365687543049202,1,B,0,C,Low,1.4770255196238162,0,B,Medium,-1.5453861678854977,0,B,1
1,C,Medium-High,-0.5878469340185872,1,A,Low,0.2690245218665466,1,C,1,C,Medium-Low,-0.32390107527690665,1,B,Medium-Low,-0.5629536880711026,0,A,0
1,A,Medium-High,0.19327767106978871,0,A,Medium,2.027433796527983,0,B,1,B,High,0.09820038922927102,1,C,Medium-High,-0.19415269973336644,1,C,1
1,A,Low,-1.631564625519778,0,C,Medium-Low,-0.8087309930620041,0,B,0,C,Medium,-0.23013553041393214,0,C,Medium-Low,-0.6236287459497025,1,B,0
1,A,Low,1.061449370114058,0,C,High,-1.0250190332541118,1,B,0,A,Low,0.255968012855325,1,C,Medium-High,0.7624321437161384,0,B,1
1,C,Medium-Low,-0.2966562802078756,1,A,Medium,-1.0802648896313525,1,B,0,A,Medium-High,-0.43996309139423434,0,A,Low,1.1347617450111065,0,B,0
0,B,High,0.8797562826652489,0,A,Medium-High,0.6699459173995757,0,C,0,C,Low,-0.04255996115729039,0,B,Medium-Low,-1.2789437624808615,1,C,1
1,A,Medium-High,0.5833192707355604,0,A,Low,-2.11528885518363,0,A,0,B,Low,1.5231306342984798,1,C,Medium-Low,-0.8087602306408684,0,B,0
1,C,Low,0.5724341286960892,0,A,Medium-Low,-0.7481953926070263,1,A,1,A,Medium-Low,-1.2259945176736384,0,A,Low,-0.10347085711179345,1,C,0
0,C,Medium,0.2008526767740736,1,B,High,-0.15271972768136516,0,B,0,B,Medium-High,-1.3134289965648231,1,C,Medium-High,-1.0111438795635403,1,A,0
0,C,Medium,-0.028427318382331784,1,C,Medium-Low,-1.0909294984886044,0,A,0,C,Medium,1.0850666866586212,1,B,Medium-Low,1.388404596600105,0,A,1
1,B,High,1.4007063175513759,0,B,Medium-High,-0.6588900086244572,0,A,1,B,High,-0.14548826761811318,0,B,High,0.8801796693132875,0,A,1
0,A,Low,-0.8201617368904579,0,A,Medium,0.28985033222030354,0,C,1,B,High,0.9635937356863241,0,A,Low,-1.0217949540017977,1,B,0
0,C,High,0.562499788373599,0,B,Low,1.3875493266780856,1,A,1,A,Low,1.0231320217537225,1,B,Low,-0.01911646192392102,0,C,1
1,B,Low,1.4554032746217143,1,A,Medium-Low,-0.6753752397104489,0,B,1,C,Medium,0.6045822766046277,0,A,Medium-High,0.0522668345318614,1,B,1
0,B,Medium,-0.4098387035210755,1,B,Low,1.3719400013763576,1,C,0,C,Medium-Low,-0.8861945931889542,0,C,Medium,-0.7877752705487184,1,B,0
0,A,High,-0.27699548025440995,1,C,Medium-High,0.04875982924577238,1,C,0,C,High,-0.5029885134656452,0,A,Medium-Low,0.678545152181325,1,C,0
0,C,Medium-High,0.4629555785508375,0,C,Low,0.9660109613243052,1,B,1,B,High,-0.5276076618106379,1,C,Low,-0.2869707425658972,1,C,1
0,B,High,-2.257778239922045,1,A,Medium,-1.3370564848067643,1,B,0,C,Medium-High,-1.5438828684909585,0,A,Low,0.14470359132296107,1,B,0
0,A,Low,-0.19458164779480108,1,A,Medium-High,-0.5673616575503624,0,A,0,C,Medium-High,1.0886972853761507,0,C,Medium-High,2.27556294290418,0,B,1
1,C,Medium,-0.7935592936705512,0,C,Medium,0.4340685130397806,1,A,0,A,Low,-0.4411284836813757,1,B,Medium-High,-1.838005719129071,0,B,0
0,B,Medium-Low,-0.7730420408316573,0,C,Medium-High,0.5287116275767093,1,C,0,A,High,-0.025079799692803738,1,C,Medium,0.5451174628941113,1,B,1
1,A,High,0.41752229787004036,0,B,Medium-High,0.828284731629424,1,A,1,A,Medium-High,0.3961537658912498,1,B,Medium-Low,0.02511590627565012,0,C,1
1,C,Medium,-0.44203265762847743,0,B,Medium,-1.4354953442503087,1,C,1,A,High,-0.3449177993256249,1,C,Medium-High,0.040380225059340843,1,B,0
1,C,Medium-Low,-2.0783653278670955,1,C,Medium,0.22097612537750255,0,B,0,C,High,1.0461264633290197,1,B,Medium-Low,-1.9341716761708396,0,B,0
0,A,Medium-Low,-0.5820886681875667,1,B,Medium-High,-0.47105062632598654,0,B,0,B,High,2.0206043448014013,1,C,Medium-High,-0.6421155148628103,1,B,1
1,B,Medium-Low,1.7157042245643526,0,A,Medium,-0.3747157290048484,1,C,1,C,Medium-High,-0.5653147286144711,0,B,High,1.9531848506178293,0,A,1
0,B,Medium,-1.312974449596958,1,A,Medium,-0.8739182323991641,1,B,1,B,Medium-Low,0.07059792206329756,1,B,Medium,-0.2883701861808353,1,B,0
0,A,Medium,0.9790093511194419,0,A,Medium-High,-1.841644009120183,1,A,1,C,Medium-Low,-0.2958640438371264,1,A,Low,1.0735895782910867,1,C,0
1,C,High,-0.0011671765069785748,0,B,Medium,-0.4520157109264411,0,C,0,A,Low,1.232243677615979,0,B,High,0.36194992965395745,0,C,1
1,C,Medium,-2.90095056649496,1,B,Medium-High,-0.22287683151655374,0,B,1,A,High,1.647751761164716,1,A,Medium-High,-0.41813512219681154,0,A,0
1,B,Medium-High,-0.5457974523222296,0,C,Medium-High,-0.3920974472888439,0,C,1,C,Medium,-0.4698297787089888,1,C,Medium,0.7120147014511544,0,B,0
1,C,Medium,-0.03912747631578047,0,B,High,-0.4860026347565794,1,B,1,C,Low,0.838914785259015,1,A,Low,-1.4674111188333987,0,B,0
0,B,Low,-1.01379676881742,0,C,Medium,-0.4041451815854554,1,A,1,A,Low,-0.9463273366007615,0,A,High,-0.08993684972837626,0,A,0
1,C,Low,-0.5173628899296886,1,B,High,-1.580953501086655,1,C,1,A,Low,0.1805064230444494,1,B,Low,0.4957213975517113,0,A,0
1,C,High,0.18687314074268668,0,B,Medium-Low,-1.0386052739776213,1,C,1,B,High,0.6802413905831787,0,B,Medium-Low,-0.8638222596937971,0,A,0
0,B,High,-0.9480138223308003,0,C,Medium-High,-0.7568327311280602,0,C,1,B,Medium,-0.26615251780244836,0,B,Medium-High,-0.19028470862896824,1,A,0
1,B,High,0.8619641420721048,0,A,Medium-Low,-1.5965248733128192,0,A,1,A,High,0.8975520389569421,1,C,Medium-Low,-1.293150719538625,0,B,0
1,B,High,-0.7985611336890021,0,C,Medium-Low,-1.3848104676918949,1,B,1,A,High,-1.4972367087845064,0,B,Medium,-1.2768184947788885,0,C,0
1,C,High,0.4369798005869588,1,C,Medium-Low,0.6803202727758112,0,A,0,C,High,-2.0561353428550935,1,A,High,0.1660753754358591,1,A,0
1,C,Low,-0.6641576200855799,1,A,High,1.4377575197781112,1,B,1,C,Medium-High,-2.0069118877570316,1,A,Medium-High,0.32410277929616815,1,A,0
1,B,Medium-Low,1.6867422181669514,0,A,Medium-Low,-1.230081489434816,1,A,1,C,Medium-High,0.7537884263725991,0,A,Medium-High,-1.9259237309299326,1,B,0
1,C,Medium-Low,0.8699172146302261,1,B,Medium-Low,0.740628869222241,0,B,0,A,Medium,-1.0749913126532404,0,B,High,-0.15728953842242158,1,B,1
0,B,Medium,-0.6357849631971018,0,C,Medium-Low,-0.2555867982265526,0,A,1,C,Low,-0.7135057507940622,0,B,Medium,-0.21969814188461678,1,B,0
1,A,Medium-High,-0.042114922312059724,1,B,Medium-High,1.1365017290575898,0,C,0,A,High,1.0115555177611246,0,A,Medium-Low,-0.3090506575691378,0,B,1
1,B,Medium,-0.5805817072953648,0,B,Low,-1.1570331186541407,1,A,0,C,Low,-0.2388220729621354,0,B,High,1.554675224970418,1,A,0
1,A,Medium,2.4567306571609966,0,A,Medium,1.340682259824358,1,C,0,B,High,0.2581941575589886,1,A,Medium-Low,0.025812547058506153,0,B,1
0,A,High,-0.6344039093051448,1,C,Medium-Low,-0.09717564551750804,1,C,0,C,Medium-Low,2.8864784347290873,1,B,High,-0.05497145272519792,0,C,1
1,A,Medium-Low,0.19207999730948064,0,B,Medium,-0.757148931451331,1,C,1,B,Medium-Low,1.077296255785673,1,C,Medium-High,-0.13122863949461022,0,C,1
1,C,Medium-High,1.6553020139515342,1,C,High,-0.44464011792583763,1,B,0,A,Low,1.2715450080045405,1,C,Low,-0.363867059833421,1,C,1
1,A,Medium,-0.9457206970319444,0,C,Medium,-1.860638233279206,0,B,0,B,Medium-High,-0.930941273726157,1,A,Low,0.17706756845392194,0,B,0
1,B,Medium-Low,-0.6121073985127506,0,A,High,0.44198626368577026,0,B,0,C,Medium-High,0.1751843729654706,1,C,High,-1.7661908652875171,0,C,0
0,C,High,0.46576314967251586,1,C,Medium,0.1045250481494057,1,A,1,A,Low,-2.131857125489668,1,B,Medium,0.07484619753446135,1,B,0
1,B,Low,0.2564617964852595,1,A,Medium-Low,-0.3920986520802092,1,C,1,B,Medium-High,1.0555557632590495,1,C,Medium-Low,1.0733752359625255,1,B,1
0,A,Low,-1.3982792204297136,1,C,Low,-0.39871204511513564,0,A,1,C,Medium-Low,-0.20567277296376085,1,C,Medium-Low,-0.20179944298894,1,C,0
0,A,Medium-High,0.40325715220153036,1,B,Medium-High,0.6710213792618211,1,A,0,B,Medium-Low,0.007899537019054909,1,C,Low,-0.5164745755768002,0,A,1
1,B,High,0.7008071961655554,0,A,Low,0.418562504256911,0,A,1,A,Medium-High,1.3784665259828381,1,A,Medium-Low,0.230028496088515,1,B,1
0,C,Medium-High,-1.2722495714934203,0,B,Medium,-1.0470212881074656,0,C,0,C,Low,0.5154987383784645,1,A,Medium,0.7338689698401032,1,C,0
0,A,High,-0.648621282980926,0,C,Medium-Low,0.9847539230823404,0,B,1,A,Medium-Low,1.461985574684685,1,C,Medium-Low,1.0678416458758062,1,A,1
1,B,High,-1.1377544847133632,0,B,Medium-Low,1.0704846515091215,1,C,0,A,Medium,-0.7663260932008078,0,A,High,-0.6010499251288156,1,A,0
0,C,Medium-High,-0.463546467691267,1,A,Medium,-1.8332532005347566,1,B,0,B,Medium,0.6414031046033859,1,A,Low,0.4268550281962266,1,B,0
1,C,Low,1.3355043840413436,1,C,Low,-0.6311824842659652,0,B,1,A,Low,-0.15439353219853452,1,B,Medium-High,-0.2968149485126053,0,B,1
1,C,Medium,0.7994908679931437,1,B,Medium-Low,0.7046971186361347,0,B,0,B,Medium-Low,0.8281269559724289,1,A,Medium-Low,0.31362917990985206,0,C,1
0,A,Medium-Low,0.9091626822302761,0,C,High,-1.1648905243323529,0,C,1,A,Low,0.5441497487107666,1,C,Medium-High,1.8465822837338564,1,A,1
0,C,Medium,-0.31561867450937914,1,C,High,0.09872246325130597,1,A,0,C,Medium-High,0.7867639560438993,1,B,Medium-Low,0.13246016738731087,0,B,1
1,A,Medium,0.9495065627694692,1,C,Medium-High,-0.2984536301022697,1,B,0,C,Medium,-0.11286591146946083,0,A,Medium,-1.4114976514455775,0,C,0
1,B,Medium-High,-1.5897740592031115,0,C,High,-0.5313118702226651,0,A,1,A,Medium-Low,-0.23297586252374167,1,C,Medium-High,0.5152988150004549,0,C,0
1,B,Medium-Low,-0.932534016598634,1,B,Medium-Low,0.9046209706084346,1,B,1,C,Medium-High,-0.4997058278483802,0,A,Low,-0.7687059330365539,0,B,0
1,C,Medium-High,0.07453998539109276,1,B,Medium,0.8201464491417642,0,C,1,C,Low,0.7784756759032337,1,B,Medium,0.45746877553457205,1,C,1
0,A,Low,0.5413161403621699,0,A,Low,-1.8368114846019064,0,A,0,A,Low,0.5212467512573944,0,B,High,-0.03538311857284813,1,B,0
1,B,Medium-Low,-1.9450126250361257,1,A,High,-1.3484376896839478,0,B,1,C,Medium,0.8695788413533674,0,C,Medium-Low,1.6900794537730524,0,B,0
0,B,Low,0.47005681586555603,0,B,Medium,1.0717839091726982,1,B,0,A,High,-0.04455476184715496,0,A,Low,0.25915779821060353,0,C,1
0,A,Medium,1.2857005010476683,0,B,Medium-High,0.598164485110413,0,A,1,C,Low,-0.3702423578723258,1,B,Medium-Low,0.15668975866971915,1,C,1
1,B,Medium,1.2073915019568675,1,B,Low,0.23212195491729196,1,B,1,C,Medium-High,-1.634785447606894,1,A,High,-0.3354903604775986,0,B,0
