Obj1_Feature1_binary,Obj1_Feature2_nominal,Obj1_Feature3_ordinal,Obj1_Feature4_numeric,Obj1_Feature5_binary,Obj1_Feature6_nominal,Obj1_Feature7_ordinal,Obj1_Feature8_numeric,Obj1_Feature9_binary,Obj1_Feature10_nominal,Obj1_Feature11_ordinal,Obj2_Feature1_binary,Obj2_Feature2_nominal,Obj2_Feature3_ordinal,Obj2_Feature4_numeric,Obj2_Feature5_binary,Obj2_Feature6_nominal,Obj2_Feature7_ordinal,Obj2_Feature8_numeric,Obj2_Feature9_binary,Obj2_Feature10_nominal,Obj2_Feature11_ordinal,Collision
0,C,Medium-High,-0.5045756799052186,0,A,Low,-0.9573221726699338,1,C,Medium-High,0,C,High,-1.3448226641672814,0,C,Medium-High,1.1684883982652157,0,B,High,0
1,B,Low,-1.5281551030470344,0,B,Medium-High,-0.7263312521854274,1,C,High,0,C,Medium-High,0.10264119069201444,0,B,Medium-Low,-0.5140344250272167,1,B,Medium-High,0
1,B,Low,-0.386765020088781,0,B,Medium-High,2.3198362811674533,1,C,Medium,0,C,High,0.5920365581981012,1,A,Medium-Low,0.7729652486576002,0,C,Medium,1
1,C,High,1.8846537973845257,0,C,Low,-0.02727701130400515,0,C,Medium-Low,1,A,High,-0.018782711060064444,0,C,Low,0.6314845562994152,1,C,High,1
1,A,Medium-Low,0.8080928380640285,0,B,Low,-0.29409139590960115,0,B,Medium-Low,1,A,Medium-Low,-1.0347628658006007,1,B,Medium-High,-0.23394798141935508,0,B,High,0
1,C,Low,-0.10985451284989067,1,A,Medium-High,-1.1635647598112748,0,B,Low,1,C,Medium-High,-0.9211782020086241,0,A,High,0.16450440821384615,1,B,Medium-High,0
1,B,Medium,0.9955209823301254,1,C,Medium-Low,0.26409608673362794,0,B,Medium,1,B,Medium,-0.782368602693513,0,C,Medium-Low,0.22795465134894513,1,B,Medium-Low,1
1,B,Low,-0.7133344308786547,0,C,High,0.9162572658656731,1,C,Medium-Low,1,B,Medium,-1.1736267885200484,1,C,Low,-1.0500987161383615,0,B,High,0
1,B,High,-0.48682760647058165,0,A,Medium-Low,-0.6440218507712928,1,A,Medium,1,B,High,1.2621250209659176,1,C,Low,0.07743139792295363,1,B,Medium-High,1
1,C,Medium-Low,1.3616862750843544,0,C,Low,-0.3303231697272819,1,C,High,1,A,Medium-Low,-0.3214728137735235,1,A,Low,-1.1789702194028688,0,A,Medium,0
1,A,Medium,0.19002200524181437,1,B,Low,-0.9400652600894865,1,B,Medium-Low,0,C,Medium,0.9205581817104481,0,B,Low,0.3485300758006997,0,A,Low,1
0,A,Medium-High,0.9934232669236056,0,B,Medium,-0.7874961788804854,0,B,Medium-Low,1,A,High,-1.5803935496474577,0,A,Low,1.2065095536704762,1,A,Medium-High,0
1,A,High,1.7149992758551735,0,A,Medium,-1.2405963538646596,1,C,High,1,A,Medium-High,0.24932848587411735,0,B,Medium,-0.9627689598204803,0,C,Medium-Low,0
1,B,Medium-High,0.4515004715695736,0,C,Medium-High,-1.809169385939293,1,A,Medium,0,B,Medium,0.7469504818226519,0,A,Low,0.6223678661010303,1,B,Low,1
0,B,Medium,-0.16719953718410047,0,C,High,1.5762515390282015,0,C,Low,1,C,Medium-Low,-0.09756408347762967,1,B,Low,-1.10852579983007,0,A,Medium-High,1
1,A,High,1.5959586036456637,0,A,High,0.6020837060110988,0,A,Medium-High,1,C,Medium,-2.0785866626650513,1,C,Low,1.0220692485587173,0,B,Medium-High,1
0,C,Low,0.8441839827190275,1,A,Low,1.2443597195202303,1,C,High,0,B,Medium,0.2674340676000397,1,A,Medium-High,0.2724327687892219,1,A,Medium-Low,1
1,A,Medium,1.4871651654533058,0,B,Medium,-0.5844783117786907,1,C,High,0,C,Medium-Low,0.1693398368879996,1,A,Medium-High,0.1855512588439294,0,C,Medium-High,1
1,C,Medium,0.5725167930371481,0,A,High,-1.7423871719884747,1,B,Medium-High,0,C,Medium-High,-0.34919449450495,0,C,Medium-Low,-0.1265677753279099,1,C,High,0
0,A,High,-1.104396193242653,1,A,High,0.6665753924713336,0,A,Medium,0,A,Medium,0.7189567958374938,0,C,Medium-Low,0.1723942629924547,1,B,Medium-High,1
1,A,High,0.4110420301047346,1,B,Medium,1.0357646144377917,1,C,Medium-Low,1,C,Medium,0.8290795680432336,1,C,Medium,-0.23221467153426487,0,A,High,1
0,C,Medium-Low,-1.6972237579079548,0,B,High,0.056639652853797115,0,A,High,1,C,High,1.511842313059379,0,A,Medium,-0.028872055720107096,1,C,Low,0
0,B,Medium-Low,0.3941555288818051,1,C,High,-0.9297082227621094,0,A,Low,0,A,High,0.16642226379096645,1,C,Medium-High,1.4730369691215197,1,A,Medium-Low,1
0,B,Medium-Low,0.6244343075996078,1,B,Medium,-1.7758750843120295,1,C,Low,1,A,High,0.6371992762244737,1,C,Medium,-0.08005869031659836,1,A,Medium-Low,0
1,A,High,1.976248767911241,1,B,Medium,0.18075323113031988,0,B,Medium,0,C,High,-0.4905930371610878,1,C,Medium-Low,1.0781360177750685,0,B,Low,1
1,B,Medium-Low,0.165160682578084,1,A,Medium-Low,0.41899233345254466,0,C,Medium-High,1,A,Medium,-1.7390398223006647,0,B,Medium-High,-0.5806966798510508,1,B,High,0
1,C,High,-0.6148808017482571,0,A,Medium-High,0.2835429191714855,0,C,High,1,C,Low,1.1071929433334071,0,C,Medium-Low,-2.7644132095622482,1,C,Medium-Low,0
1,C,Medium,-0.23518338713032103,0,C,Medium,-0.2601434171268137,0,C,Low,1,A,Medium,0.7130461879982931,1,B,Low,1.2033829457046514,1,B,Low,1
1,C,Medium-High,-0.953350443703295,0,C,Medium,-1.1379958965227395,1,C,Medium,1,A,Low,-0.5747292607670603,1,B,Medium-High,-0.4587773226773912,1,C,High,0
1,A,Medium-Low,0.6331704457798017,1,C,High,-0.641755685226111,1,A,Medium-High,1,A,Low,-0.12233424041716658,1,A,Medium-Low,0.700974440801432,1,A,Low,1
0,A,Medium-High,0.45524374177563975,1,C,Medium-Low,0.5798644404195868,0,B,Medium-High,1,B,Medium-High,-0.7323919429973436,1,B,Low,-0.24304067604663304,0,C,Medium,1
0,B,High,0.03018584164340637,0,A,High,1.323635619566765,1,C,Low,1,A,Medium-Low,-1.3767059139473625,1,C,Medium-Low,1.2133569135941173,1,A,Low,1
0,B,Medium-Low,-1.6012097633469173,0,A,Medium,0.2996746797276071,0,A,Low,0,B,High,0.4020283922150037,1,A,High,1.0621780435906476,0,C,Low,1
1,A,Medium,0.06905167492342645,0,A,Medium-Low,-0.7687323377376815,0,C,High,1,A,Medium-Low,-0.8692087605876307,1,C,Low,-1.4532811425256753,0,B,Medium-Low,0
1,B,Low,0.42902566154158034,1,A,High,-0.04775996887303588,0,B,High,0,B,Medium-Low,0.03180802837676273,0,B,Low,0.9243594755413306,0,B,Medium-High,1
0,B,Low,0.5533730426956904,1,C,Medium-High,-0.7125843174131219,0,A,High,0,B,Medium-Low,-1.7889670072846109,0,C,Medium-High,2.220215707075069,1,B,Medium-High,1
0,A,Medium,1.0844477552335228,0,A,Medium,0.1319066465958754,1,B,Medium-Low,0,C,Medium-High,-0.24987127097482872,1,B,High,-0.6453935991108801,1,B,Medium-High,1
1,C,Medium,0.7883006084352356,1,A,High,-0.8347840213271632,1,A,Medium-High,0,A,Medium-High,0.929565052960084,1,A,High,0.475527666238834,0,C,Medium-High,1
0,B,Medium,-1.0368432901553597,1,A,Low,0.09844185979850736,0,C,Medium-Low,1,A,High,1.6492870153821875,1,C,Medium-Low,-1.8804760877008575,0,B,Medium-Low,0
0,C,High,-0.8890147938189439,0,C,Low,-0.2033681211140459,1,A,Medium-Low,0,C,Low,-0.48486925725382013,0,A,Medium-Low,-1.5305879914129596,1,B,Medium,0
1,A,High,2.659186319268989,1,A,Medium-High,1.8780882461391064,0,A,Low,1,B,Medium,-0.11225192347402976,1,C,Medium-Low,-1.1794522055026828,1,A,High,1
0,B,Medium-High,-1.1615482512056237,0,C,High,-0.5939616516250548,0,A,Low,0,C,Medium,-1.5783178774311029,1,A,Medium-Low,2.198740276379369,1,C,Low,0
0,A,Medium-Low,-0.011767883577456607,1,C,Low,0.9242205549230426,1,B,Medium,0,A,Medium-High,-1.3025246700072781,1,C,Low,1.3214014956316078,1,A,Low,1
0,A,Low,0.5362738303797643,1,A,Low,-2.3526614343025205,1,B,High,0,B,Low,0.9180908119865171,1,C,Low,0.30786401471724373,0,A,Medium-High,0
0,C,Medium-Low,-0.7497025759581767,0,A,Medium-High,-1.0948245753543562,1,A,High,0,B,High,0.08389918641328169,0,A,Medium-High,0.4186952579406842,1,B,Medium-Low,0
1,B,High,-1.1307093084885458,1,B,Medium-High,-0.2474660955378076,1,A,High,1,A,Medium-High,-0.7508832683097072,1,A,Low,0.3827404858686257,0,B,Medium,0
0,A,Medium-Low,0.20861642778213982,0,A,Low,0.09450501378491045,1,B,Low,0,B,Medium,0.809975727944721,1,C,Medium-Low,0.45646899163426846,1,A,Medium,1
1,B,Low,0.7797972390527634,1,B,High,-1.542563434537558,1,A,Medium-High,0,C,Low,-1.0317112011682983,0,C,Medium-High,1.043372300151596,1,C,Medium-Low,0
0,C,Medium-Low,-1.0836180314604194,1,C,Medium,-0.18117754188390192,1,A,Medium,1,B,Medium-Low,0.4238665408364416,1,C,Low,1.861372738363541,1,A,Medium,1
1,B,Low,0.40038994207299444,1,B,Medium-High,-0.38848381931098996,0,B,Medium-High,1,B,Medium-Low,-1.280838767345896,1,A,High,0.5880210719410995,1,B,Low,0
1,B,Medium,-1.305578842259356,0,A,High,1.1657507173906356,1,B,Medium-High,0,B,Medium-Low,-0.9727503020782725,0,B,Medium,-0.14706209874599518,0,C,Medium-Low,0
0,B,Medium-High,-1.6652140806852225,1,B,Medium-Low,-0.7202231369666409,0,C,Medium,1,A,High,1.348361005745866,0,A,Medium-Low,1.4046530122202974,1,C,Medium,1
0,C,Low,-0.4857270502230097,0,A,Medium,-0.6667014625246884,1,B,Medium-High,0,A,High,-3.21872487023027,0,B,Low,-0.8550458591655781,1,A,Low,0
1,A,Low,-1.855889443795582,1,B,High,-0.2523627968160677,0,A,Medium,0,B,Low,-1.1372798779205426,0,C,Medium,-0.7704123935517602,0,C,Low,0
0,B,High,-0.8968857938930411,0,C,High,-1.029885662995296,0,C,Medium-High,0,B,High,-0.3610920832312634,0,A,High,-0.9109012944443234,1,A,High,0
0,A,Medium,-0.18180231448288564,1,A,Low,-0.2182475973576059,0,B,High,0,C,Medium,0.922888554517144,0,C,Medium-Low,0.5088964410791398,1,B,High,1
1,B,Medium-High,-1.150506681558996,0,C,High,0.5468252033444008,0,A,Low,0,A,Low,-0.06342570974196274,1,A,Medium,-0.3100341669688093,1,A,Medium-High,0
1,C,High,1.560442298905166,0,C,Medium-Low,-2.023700277668175,1,A,Low,1,C,Medium,-0.2375003514366359,1,C,High,-1.3566177989717838,0,A,High,0
1,B,Medium-Low,0.1754552252635222,0,C,Medium,-1.3914497115203899,1,B,Medium,0,C,High,1.026049920552344,0,B,Medium,-1.170600895997258,0,A,High,0
1,A,High,-1.1805605051167047,1,B,Medium,0.8333944575102602,0,A,Medium,1,C,Medium-Low,-0.5634327207502396,0,A,Medium-High,0.3555748785319434,1,A,Medium-High,0
0,C,Low,0.7707520958900673,0,B,High,0.1799355525164869,0,A,High,0,B,Medium-Low,-0.02985842102300664,1,C,Medium-Low,0.06120205204883833,0,A,Low,1
1,A,Low,0.9373476039795303,0,A,Medium-Low,-1.5481908516974614,1,C,Medium-High,1,A,Medium-High,0.6305775605107661,0,C,Medium-High,-1.5910478460739217,0,A,High,0
0,C,Low,0.6747890128038802,1,A,Medium-Low,-1.2652600123338398,1,C,Medium-High,1,C,Medium,-0.25767579373163,1,C,Medium-High,0.05331486839063229,0,B,Medium,0
1,A,High,0.2545877858462696,1,A,Low,-0.4404834483099656,0,A,Medium-High,1,C,Medium-High,-0.4937140584326318,0,C,High,0.8761684075297644,0,A,Medium,1
1,A,Medium,-1.6416886673274502,0,A,Medium,0.8087771541972013,0,C,Medium-High,0,B,Medium-High,0.20513568766877763,1,C,Medium-High,0.8728225852737352,1,A,Medium-High,1
1,C,Medium,-2.3849155072702226,0,B,High,-0.9817102125760919,0,B,Medium-Low,1,B,Medium-Low,1.103055212053887,0,A,Low,-0.7562341096016048,0,C,Medium-Low,0
1,B,Low,1.056920547621193,1,C,Low,0.49080769363140975,0,A,Medium-High,1,B,High,-0.6066485295738316,1,B,Medium,-0.5736915663446471,0,B,Medium-High,1
0,B,Medium,0.01975264868984081,0,C,Medium-Low,-0.006507447433603273,0,A,High,0,C,Medium-High,-0.25525495613124116,0,B,Medium,-1.819288788155322,0,C,Medium,0
0,B,Medium,-0.9458866425513759,0,C,Medium-High,0.43521189676838107,0,B,Medium,1,A,Medium,-0.9088775376951306,1,C,Low,0.039343753089744644,1,C,High,0
0,C,Medium,0.2809691647497338,1,C,High,-0.08735800661056835,0,C,Low,0,B,High,-0.15756189444777108,1,C,Medium-Low,1.054701092069637,1,A,Medium,1
1,C,Medium,-0.3011645858414246,1,B,High,0.8012464786247078,0,A,Low,0,A,Medium-High,-0.5463045011985663,0,B,Medium,0.8512157443293865,1,B,Medium,1
1,B,Medium-High,0.7332529309220334,0,B,Medium,-0.5124456006999767,0,B,Medium,0,C,Low,-0.7039402044871619,0,A,High,-1.2936167004189623,1,A,High,0
1,C,High,-1.7541665395155996,0,B,Medium-Low,1.237300175627499,1,C,Medium,0,C,Medium-High,0.8033853170579142,1,A,Medium,-0.3128149934346497,1,C,Medium-Low,0
1,A,Medium-High,2.473840645408709,0,A,Medium-High,2.2032861308560685,1,A,Medium-High,1,C,High,0.765609896063915,0,B,Medium-High,-0.014571457359405468,1,C,Medium,1
1,C,Medium,1.0069353258215474,0,B,High,-0.7751257811588578,1,A,Medium,0,A,Medium-High,-0.41566009572806195,0,B,High,-1.7258435838499162,0,B,Medium-Low,0
0,C,Medium-High,-0.4686305536598167,1,B,Medium-High,-0.7564071520000728,0,A,Medium,1,A,Medium-Low,-0.21240058046659782,1,A,Medium-High,1.7248459384969432,1,A,Medium,1
0,C,Medium-High,1.3414785254720896,0,A,Medium-High,0.9887643404993874,1,B,Medium-Low,1,A,Medium,-0.5149416773611716,1,C,Low,0.48776798277977457,0,C,Medium-Low,1
0,A,Medium-High,-0.48079011210118433,0,B,Low,-0.7688690107604367,0,B,Medium-Low,0,A,Low,-0.6703630521190143,1,B,Low,1.2800869514743618,1,A,Medium-High,0
0,B,Low,0.0546334114795556,1,C,Medium-High,-1.423218578496316,1,B,Medium-High,1,A,Low,-0.19983752096346402,1,A,High,0.027763343387006534,1,C,Medium,0
0,C,Medium-High,0.19523956325142025,0,B,Medium-High,0.5708577562220792,0,A,Medium-Low,0,B,Medium,-0.09729581618549044,0,B,Medium-Low,0.6911625499737459,0,A,Medium,1
0,B,High,0.4716059009732694,0,A,Low,-0.5131535853043575,1,B,Medium-High,1,A,Low,-0.6689510304904486,0,A,Medium-High,0.11296604535055943,0,C,High,0
1,A,High,0.5070723172181976,0,C,Medium-Low,-0.36584083302194653,1,C,Medium-Low,1,C,Medium-Low,-0.49131363317797366,0,C,Medium-Low,0.5119906601584767,1,C,Low,1
1,B,Medium-High,-0.2440847706952901,1,C,Low,-0.40180643838045293,1,B,Medium-Low,0,B,Medium-Low,-1.0703953484130242,1,B,Low,0.8276549534521324,1,C,Medium-High,0
1,C,High,-0.94697036240806,1,C,Medium-High,0.11369826785920564,1,B,Medium-High,0,A,Medium-Low,0.5268545780816136,0,A,Low,-0.9862402357480828,0,B,Medium-High,0
0,A,Low,-0.08273289414012344,1,B,High,0.8992966513181764,0,A,Low,1,B,Medium-High,-0.41781911115765025,1,B,High,-0.9026083579531599,1,C,High,0
0,B,Medium-High,-0.5668677699067627,1,A,Low,1.7520994640866858,1,A,Medium,1,C,High,-1.5541980685101395,0,A,Medium,-0.34732594105282943,1,A,Medium-Low,0
1,A,Medium-High,1.0697294288995538,1,B,Medium,-1.3616892902807805,1,A,Medium,1,A,Medium-Low,0.34249119979803233,0,A,High,-0.7157537875226047,0,A,Low,0
1,B,Medium-Low,-1.0350320267471669,0,B,Medium-High,-1.4901950255745187,1,A,Medium,0,B,Medium,-0.10032967044870136,0,B,Medium-Low,0.7235539415967424,1,B,Low,0
1,B,Medium,-1.6019426507967696,0,C,Medium-Low,-0.8773924694054803,1,A,Medium-Low,1,B,Medium,-0.5445906062131062,0,C,Low,-0.6078839796886906,1,C,High,0
0,A,Medium,-2.949490876374151,0,A,Medium,0.7123188551926524,0,A,Medium-High,0,A,Medium,-1.0292591084664036,1,C,Medium-Low,1.2587875689060097,0,B,Medium,0
1,A,Medium,0.0016158472350294017,1,A,Medium-Low,-1.2263708331332286,0,A,Low,1,B,Medium-High,-1.3951821585973003,0,B,Medium,0.7016925720103149,1,B,Medium-High,0
1,C,Medium-Low,-0.9489499592981161,0,C,High,0.11722482411199926,0,A,Medium,0,B,Medium,0.6185240930423382,0,A,Medium,-1.6472957051456583,0,A,Medium,0
0,A,Medium,-0.6645595910017686,0,A,Medium-Low,-0.9749509991278067,0,B,Medium-High,0,B,Medium-Low,0.14939083116429513,0,B,Medium-Low,-0.8376036345525066,0,B,Low,0
0,C,Medium-Low,0.0628476656041209,1,B,Medium,-0.8821207811612062,1,C,Medium-Low,1,B,Medium-Low,-0.5560622963137662,1,B,Medium,-0.9622498353019103,0,A,High,0
1,B,Medium,-2.8324522371475767,0,C,Medium-High,-0.4936252521822952,0,A,Low,1,C,Low,1.166367345721935,0,C,Medium-Low,-0.85551185796749,0,A,Medium-High,0
0,C,Medium-High,-1.3976603495150492,0,A,Medium-High,-0.3272022932232169,1,B,Low,0,A,High,1.2536392217337056,1,A,Medium-Low,0.7922520502991406,0,C,Low,1
0,A,Medium,-0.2604869505975816,1,C,Medium,-1.7947461513607013,1,A,Low,0,A,Medium-High,0.502135519112362,0,B,High,-0.5112136430614528,0,C,Medium-High,0
1,B,Medium,-1.348456904171676,1,C,High,0.3609388872279224,0,A,Medium,0,C,Medium,0.23266993116750462,0,A,Low,0.5080778465658619,0,A,Medium,0
1,A,High,0.2932178999746556,0,A,Low,0.612700672447897,0,C,Low,1,A,Medium,0.16944611675713622,1,C,High,0.7132994502070792,0,C,Low,1
1,A,Medium,-0.42961130057261765,1,A,High,0.10050086072041026,0,C,Medium-High,1,A,High,0.14024302060262905,1,B,Low,-1.4243167283727705,0,B,High,0
0,C,Medium,-0.9603325892208296,0,A,Medium,-0.20294438718778351,0,B,Medium-High,1,B,Medium,2.1052179503618134,0,A,Medium,-1.2064851123845686,1,A,High,0
0,A,Medium-High,-0.9738838855751106,1,B,High,-0.496890593347193,0,C,Low,0,A,Medium-Low,0.16700092616208206,1,A,Medium,-1.8325773134675587,1,A,Medium-High,0
1,A,Medium-High,0.16032208261700254,0,C,Medium-Low,0.8499400817942532,0,B,Medium-High,1,A,Medium-High,0.3444980781691075,0,A,High,0.4392659673017467,0,A,Low,1
0,A,Low,-1.037527983870509,0,A,Medium-High,-1.5404586956859396,0,B,High,1,A,Medium-Low,-0.22805569494037659,0,B,High,-0.7774911949374339,0,C,Medium-Low,0
1,C,Medium,-0.9868574599126377,1,A,Medium-Low,-0.23584079129327384,0,B,Medium-Low,0,B,Medium-Low,0.08854972245023568,0,B,Medium,-0.3024175727572079,0,A,Low,0
1,C,Medium-Low,-0.42541838361066475,1,C,Low,-0.4324966429023054,0,B,High,1,A,Medium-High,0.1464827391900013,1,A,Medium-High,-0.36508097182584376,0,B,Medium-Low,0
1,A,Low,0.2530173250653698,0,B,Medium,-0.23540678258848868,1,B,Medium-High,1,C,Medium-High,0.8293238128721351,0,C,Medium-High,-0.6853940364447996,0,A,High,1
0,A,High,-0.11547583812202802,1,C,Medium-Low,-1.763882504562727,1,C,High,0,A,Medium-High,0.500052013623483,1,C,Medium-High,0.07913568913032942,1,C,High,0
0,A,High,0.5859119153405067,0,B,High,1.3531397527954752,1,B,Low,0,B,Medium-High,0.26566456493809226,0,B,High,0.6669869064557581,0,A,Medium-Low,1
1,C,Medium-Low,1.7385547963680799,1,A,Medium-High,-1.0644959602949775,1,C,High,1,B,Medium-Low,0.761094488574533,1,A,Medium-Low,-1.0694293713350427,1,C,High,1
0,B,Medium-High,-0.7696801304659411,1,C,Medium-Low,-0.5690432022964442,1,A,Medium-Low,0,A,Medium,-0.11603586473252296,0,A,Medium-Low,0.1516662993537831,1,C,Medium-High,0
1,A,Medium-High,-1.4946523300938876,0,C,Medium,0.6161264955198024,0,A,Medium-Low,0,B,High,-0.11330966633644399,0,A,Medium,0.059051065732399884,1,A,Low,0
1,A,Medium-High,1.1402710759349894,1,B,Medium-Low,0.3491720207475748,1,A,Low,1,B,Medium-High,1.4015440914741721,0,C,High,-0.31499859980605593,1,A,Low,1
0,A,High,0.3991941831591172,1,B,Medium-Low,-0.3448574703809104,0,C,Medium-Low,1,B,Medium-High,0.4369791964866514,0,B,Medium-Low,1.17551021958786,1,C,Medium-Low,1
0,C,Medium,-0.08082912634262189,1,C,Medium-Low,0.8284595013973917,1,A,Medium-High,0,C,Medium,-1.7292304214264123,1,B,Low,-1.7536365491426427,1,B,Low,0
0,C,Medium,-0.2116934705444951,1,A,High,-0.5955371576581641,0,C,Medium,0,A,Medium,-0.7475366171922491,1,A,Medium-High,0.8459115196736613,0,A,High,0
1,C,Low,-1.8822925036281506,1,B,Medium-Low,-0.03460238217499719,0,A,High,1,B,Medium-High,1.1623693330359286,0,B,Low,-1.0665335367533562,0,A,Low,0
1,C,Medium-High,0.5576952908604351,1,A,Medium-Low,-0.23582508505795982,1,B,Medium,1,C,High,0.5546898547317648,0,B,High,-0.20975700022883945,0,A,Medium-High,1
1,B,Medium-Low,1.3938758303391972,1,B,Medium-High,-0.5573883486123229,1,C,High,1,C,Medium-High,0.4596182095946866,0,B,Medium-High,0.08920329103463817,1,C,Medium-Low,1
1,B,Medium,-1.252387973490631,1,A,Medium-High,0.6341966114843669,1,A,Low,0,A,Low,0.4941982637800479,1,C,Medium,0.048390864040252383,0,A,Medium-High,0
0,B,Medium,0.8664577550710605,1,A,High,-1.224484287640177,1,A,Low,0,C,Low,1.5287208350850612,1,B,Medium-High,-0.08372576428694961,1,C,Medium,1
1,B,Medium,-0.6872397818772227,1,A,Low,2.9083970409823863,0,A,Medium-High,1,A,Medium,-0.08008164473946121,0,A,Medium,1.1479329332098422,0,C,High,1
1,A,High,0.37227483055441424,0,B,Medium-Low,1.5603717032013922,0,A,Medium-High,0,B,Medium,-0.9366446230347509,1,A,Medium-Low,-0.5223464910631694,0,B,Medium-Low,1
1,A,Medium-Low,-0.5473504815514824,0,B,Low,-0.7881927927095972,0,B,Medium,1,A,Medium-Low,0.054962388594098514,0,C,Low,0.6758387871989505,0,C,Medium,0
0,A,Low,-1.3036110054752352,1,A,Medium-High,2.3259356816957273,0,C,Medium-Low,0,A,Medium-High,-0.5499850602848867,1,A,Medium-High,-0.12496922560510523,1,B,Medium-Low,1
0,B,Medium-High,-0.3786442884228432,1,A,Medium,-0.9905735344995864,1,A,Low,0,C,Medium,-2.171570632953054,1,C,Low,0.21935847952645515,1,B,Medium-High,0
0,C,Medium-High,-1.9955779779872236,1,A,High,-0.8903253212824221,0,C,Medium,0,B,Medium,1.3818181358891644,1,B,High,0.669306198167692,1,C,Medium-Low,0
