Obj1_Feature1_binary,Obj1_Feature2_nominal,Obj1_Feature3_ordinal,Obj1_Feature4_numeric,Obj1_Feature5_binary,Obj1_Feature6_nominal,Obj1_Feature7_ordinal,Obj1_Feature8_numeric,Obj1_Feature9_binary,Obj1_Feature10_nominal,Obj1_Feature11_ordinal,Obj1_Feature12_numeric,Obj2_Feature1_binary,Obj2_Feature2_nominal,Obj2_Feature3_ordinal,Obj2_Feature4_numeric,Obj2_Feature5_binary,Obj2_Feature6_nominal,Obj2_Feature7_ordinal,Obj2_Feature8_numeric,Obj2_Feature9_binary,Obj2_Feature10_nominal,Obj2_Feature11_ordinal,Obj2_Feature12_numeric,Collision
0,C,Medium-Low,-0.009892099853164223,0,A,High,1.4159303231438192,1,C,Medium,1.1202230449595367,1,A,Medium-High,1.3049850465139325,0,C,Medium-Low,0.5534824701543083,1,B,Medium,-1.0903659076281191,1
1,B,Medium-High,1.0365151125808387,1,A,Medium-High,0.678813238034,1,B,High,0.8426874615181528,1,B,Medium-High,2.2036248502475555,0,C,High,-1.0466364275307702,1,C,Medium,3.383266473697017,1
0,A,Medium-Low,1.773151479223707,1,C,Medium-Low,0.007612396123640618,1,B,High,0.03100434010256224,1,A,Low,-0.49933324573991617,0,C,High,0.23007839405166422,1,A,Medium-High,0.6260356018961188,1
1,A,Low,1.8974955729894052,0,B,High,-0.7755767004188292,1,C,Low,0.5453533025846826,1,A,High,-1.2236529088210428,1,A,High,0.3229291811606332,0,C,High,2.0464067381096567,1
0,A,High,1.2436215226567309,0,A,Medium-High,-0.6599839387706379,1,B,High,-0.4323841394852959,1,A,Medium-High,0.8991860200990724,1,C,Medium-Low,-1.2150394865654002,0,C,Medium,0.6657658284787916,1
0,C,Medium-Low,-0.6299934865128828,0,B,Low,-0.38814426522115686,0,A,Medium-Low,0.1720619545034858,0,A,High,1.111918431762821,1,C,Medium-Low,1.4875180531859118,0,C,Medium-High,0.4421047221990077,1
1,C,Medium,-0.27393574466425086,0,C,High,0.045683994707660006,0,C,High,-1.2117595826935503,0,C,High,-0.023393964030106202,1,B,Medium-High,0.568383838780975,1,A,Medium,-1.1495363611941707,0
0,C,Medium-Low,2.2821226812224906,0,B,Low,0.7008191886380764,1,B,Low,1.5015718152644697,1,A,Medium-Low,-0.018993429893413672,1,C,Medium-High,-1.0027450907076974,0,C,Medium-Low,1.3872154651957909,1
1,B,High,-0.21400938177803078,0,C,Low,-0.6007433784602958,1,B,High,-0.6403997517290324,1,B,Low,-1.1185009766627438,0,A,Low,-0.03258364394990219,0,B,High,-0.06993131485803515,0
0,A,Low,0.6825999394876023,1,B,High,0.8710861512647415,0,C,Low,-0.48937665402958364,1,B,Medium,0.5494531853594338,0,B,Medium,-1.2738408580768341,0,A,Low,-0.031437466647561585,1
0,B,High,0.3594391050563346,1,C,Medium-Low,0.2828656734418821,0,A,Low,-1.0732864195391167,1,A,Medium-Low,0.3561590745832311,1,C,Low,2.5156302812405715,1,A,High,-0.47026301857516856,1
0,B,High,2.6158018661619327,0,B,High,2.0044762781868295,1,C,Low,-0.7615733577119201,0,A,High,-0.6909798006040616,0,C,Medium,0.38730887834879346,1,C,Medium,0.7710097157008717,1
1,A,Medium-Low,0.34922710510750876,1,C,Low,1.0511985462384053,0,A,Medium-Low,0.2573810083490685,1,B,High,1.4404829762170097,1,C,Low,0.5673489719644081,0,C,Medium,0.3454006860096723,1
0,A,High,-0.1081419018786951,1,B,Medium,-0.18602068596846422,0,B,Medium,0.30020874889377563,1,A,High,0.9032061444720979,0,A,Medium-High,0.29153662608434144,0,B,Medium-High,-0.19144854699761302,1
1,C,Low,-0.3189529908527618,1,B,High,-0.38520421675631394,1,B,High,-0.15355063697417362,0,B,Medium,-0.5169046693044339,0,C,Low,-1.9986609754910876,0,C,Medium-High,-0.02018596340431133,0
1,B,Medium-Low,0.18990030043238557,0,B,Low,0.3963921632834471,1,C,Medium,0.3088001155375968,0,C,Medium-High,-0.44214810577815444,0,B,Medium-Low,0.4398610456993376,0,B,Medium,0.3995193583302692,1
1,C,High,-0.20296416445696733,1,C,High,0.3737118567503111,0,B,Low,1.0270218365763395,0,A,Medium,-0.07294748304861999,0,A,Medium-Low,0.5185801865893622,1,C,Low,-1.5071777981241348,1
0,A,Low,0.2833097738728728,0,B,Medium-Low,-0.04181312236012246,0,A,Medium,0.8891756644448656,1,C,Medium-High,0.666783844582583,0,A,Medium,-0.09703396019665454,1,A,Low,-0.04349729832666623,1
1,A,Low,-0.2751029336619627,1,B,Medium-High,2.845217800872216,1,C,Medium-High,0.38088395064254815,1,C,Low,-0.48658012682000695,1,A,Medium,-0.13264111745499269,0,B,Medium-Low,-0.6638418417227393,1
1,C,Medium-Low,-0.6465424280190638,1,A,Medium-High,0.5229144780795816,1,B,Medium-High,-0.46759750961038954,1,C,High,-0.5094629893368221,0,B,High,-2.5562567702627557,1,B,Low,0.0464330475100429,0
0,C,Low,-0.1316404918789797,0,C,Medium-High,-1.0247530192192655,1,B,High,-0.014488131812982115,1,A,Medium-Low,1.839739597949273,0,C,Medium,-1.036988363683593,0,A,Medium-Low,-1.033282871968173,0
0,B,Low,0.4185232013788035,1,C,Medium-Low,-0.6272433773469561,0,A,Medium-High,1.837010641889557,1,C,Medium-High,0.417923605991533,0,B,Medium-High,0.9002760870878422,1,B,Medium-High,0.32317918677454976,1
0,B,Medium-Low,-0.9832942549440776,0,C,Low,-0.46132643715227406,0,C,Low,-0.6152330731206248,0,B,Medium-Low,1.3441165474809482,1,B,Low,1.498741062305415,1,B,Medium,0.08866444832340308,1
0,B,Medium-Low,0.762344632054552,1,C,Medium,-0.8341234989153427,1,C,Medium-Low,0.06439157212586752,0,A,Medium,-1.1880019166141103,1,A,Medium-Low,1.6415976380300006,0,B,High,-0.6309295803307806,0
0,C,Medium-Low,-0.5549102914471234,0,B,Medium-Low,0.642781956110515,1,B,Medium-High,-1.1008545988317384,1,B,Medium-Low,-0.3788073871601664,1,C,Medium-High,0.047818436984491945,0,C,Medium,-0.09631507048604408,0
0,C,Low,-1.4922373173643042,0,A,High,0.9513340339703702,0,C,Medium-Low,-0.8286509557753592,1,C,High,-0.9611091584966492,0,C,Low,1.3661496297730733,0,B,Low,-1.4944115005805683,0
0,B,Medium-High,-0.7821199449414686,1,A,Low,0.494914013429813,0,B,Medium-High,0.8105687721051905,0,A,High,1.462502081885821,1,C,Medium-Low,-0.5530243788909665,1,A,Low,-1.9703844694549335,0
1,A,Medium-Low,2.4080232369995294,0,B,Medium,-0.7512503755333897,0,C,Low,0.5164985488448545,1,B,Medium-High,0.0007767586449004766,1,B,Medium-High,0.13572045529402796,1,B,Medium,2.3040157277857283,1
0,A,Medium,-1.7105969718077172,0,B,High,-0.25346420736897046,0,B,Low,0.24193046917303476,1,B,Medium-High,0.8001241533370504,1,C,Medium-Low,-0.9104577983089167,1,C,Low,-0.5946792790339271,0
1,A,Low,-0.485740030250413,0,C,Low,0.9414491149346252,1,C,High,0.5038006514838999,1,A,Medium-Low,0.8685914865433676,0,B,Medium-High,0.04580765368486954,0,B,Medium,0.22052486121487866,1
0,B,Medium-High,-0.4343450995602634,1,A,High,-0.0324287284350276,1,C,Medium-Low,-0.02581430561476156,1,C,Medium,-1.003563628493668,0,C,High,-0.5842186487017723,0,A,Medium-Low,1.894973141178651,0
1,A,Medium-Low,0.6935087402785755,0,A,Low,-0.30824459966713286,0,B,Medium,-0.7112387020005159,1,C,Medium-High,-0.6177378371508504,1,B,Medium-Low,0.47194608214701844,0,C,Medium,-2.426160456495568,0
1,A,Medium,-0.09520565037170105,0,B,Medium,-1.097488536047843,1,C,Medium-High,0.8606624183093776,0,A,Medium-High,-0.012651432581942132,0,B,Medium,-1.0043759891839046,0,B,High,-1.0936239345967742,0
0,C,Medium-High,0.009125607063909465,1,B,Medium-High,-1.0957272390330701,1,A,Low,-0.384460707076957,1,A,High,0.5213177862183791,0,A,High,-2.4481460949171154,1,B,Medium,-1.1218388867607294,0
1,A,High,-0.8133924643300111,1,C,High,-1.296038898882898,0,C,High,-0.6153176315137838,0,A,Low,0.6492651514354345,0,B,Low,0.5544063652959137,0,B,High,1.237147301888927,0
0,B,Medium,-0.552705355116912,1,B,Medium-Low,0.5418582624783109,1,C,Medium-Low,0.334018556173875,1,B,Medium-High,0.03186208044893538,1,C,Medium-High,0.561229786072677,0,A,Medium-Low,0.5333976280888314,1
1,A,High,-0.1407930214308607,0,C,Medium-High,1.2570090087639205,0,B,High,0.15407772990576882,0,A,Medium-Low,-0.357996189594475,0,C,Medium-Low,0.1826928709763698,1,A,Medium-Low,-1.066590439554006,1
1,C,High,-0.049925006698865196,1,B,Low,0.6138133460463896,1,B,Medium-High,-0.37784538476234353,0,A,Low,0.1468395223329187,1,C,Medium,0.37066332467269225,0,C,Medium,0.6941410444974261,1
0,A,Medium-High,1.7655670483798211,0,C,High,-0.757303019160705,0,C,High,0.04997948845083901,0,A,Medium,0.2206766181542211,0,A,High,-1.4563651799164254,1,B,Medium-Low,1.7795702614679167,1
0,A,Medium,0.4479691930773566,0,A,High,-1.2288647635322376,0,C,High,-1.4770948359208227,1,C,Medium-Low,0.37311139583654823,1,B,High,-0.04440121425197461,1,A,High,0.610652694328715,0
1,B,Low,-0.8783092401205742,1,C,Medium,-1.2092807632812697,0,C,Medium-Low,0.19230440050777522,1,A,Medium-High,0.822734027952368,0,A,Low,-0.13334826087391446,1,C,Medium-High,-0.8524777210463989,0
0,C,Low,-1.1925901622246422,0,A,Medium,1.2775135295527524,0,B,Medium,-0.4459698571910811,0,B,Medium,0.0957844911096446,1,C,Medium-Low,-0.25048796568206655,0,B,Medium-High,-1.964474596138107,0
1,B,Medium-High,1.856224393826424,1,B,Medium-High,-0.20105744062789274,0,C,Medium,0.9824940828947567,1,B,Medium-High,0.7520179356255039,0,B,Low,-1.2549955364447227,1,A,Medium,-0.2891007363541358,1
1,C,High,0.03434845187104598,1,B,High,-0.76959986518298,0,A,Medium-Low,-0.06118812851231882,0,A,High,-1.313873855534975,0,A,Medium-High,0.24257812953286717,0,C,High,0.8455562990463895,0
1,B,Medium-Low,-0.32577761664959975,0,C,Medium-Low,-0.9410739280030159,0,A,Low,0.2360499180153285,0,C,Medium,-0.9770990321305095,0,A,Medium-Low,2.0675397185948357,0,C,Low,0.5640572750374594,1
1,B,Low,0.4210418341627722,0,A,Medium,-0.13099766932772988,1,C,Medium,0.4300772451148474,0,A,Medium-High,-0.5315364757323995,1,B,Low,-0.7065161596049719,0,A,Medium,0.7982271560243006,1
1,C,Medium-Low,-1.1115267994036313,0,C,Medium-Low,0.5558197508253516,0,C,Medium,-0.8354305221013864,1,A,High,1.6371483068682768,0,B,High,0.06148784156375062,1,B,Medium-Low,-0.19094340615877206,1
1,A,High,-1.390314401246855,0,C,High,-1.3605021496984873,0,B,Medium-Low,1.4484487864360696,1,C,Medium-Low,-0.6913483420984754,1,B,Medium-Low,-0.2656589851503026,1,B,Low,1.6702105109328762,0
0,C,Medium-High,0.1159015618696699,1,A,Low,0.134870008230586,0,C,Medium-Low,1.853385586888168,0,B,Low,-0.7049232077782841,0,A,Medium-Low,-0.15260623965844325,1,C,Medium,0.2750372227075767,1
1,B,Medium-High,0.8738568954310449,0,A,Medium-High,-0.8326971740614666,1,C,Medium,-1.2288257694219227,0,C,Medium,1.157148719634846,0,A,Medium-Low,-0.7334178555167736,0,A,Low,0.040023301443965716,0
0,C,High,-0.00986298327993054,1,B,Medium,0.6361488639640448,1,C,Medium-High,-0.12925429540862782,1,B,Medium,-1.8095695652082244,0,A,Medium-High,-1.3897192736558701,1,B,Medium-High,1.3368886196783776,0
0,A,Medium,-0.40082244340200124,1,B,High,-1.4184003852355898,1,A,Medium-Low,-1.3335451911532954,1,A,Medium-High,-0.17684692257203175,1,C,High,-0.5396114196183784,0,B,Medium-High,-0.3204449175462934,0
0,B,Medium-Low,-0.38404770038222663,0,B,Medium,-0.2142234341003646,0,B,High,-0.460922188300122,0,A,Medium-High,2.8117436754600824,0,A,Medium-High,-1.0637036740528578,0,B,High,-0.6056044960468384,1
1,C,Medium-High,0.8604417097159277,0,C,Low,-0.14553014616467727,0,C,High,0.45673511079835394,0,A,Medium-High,0.6622572981703738,0,B,Medium,-0.9811256142809562,1,C,Medium,0.8785421163577761,1
0,A,Medium,-0.26400813368321424,0,B,Medium,-0.44612384546579176,1,B,Medium-High,2.1574239661432184,0,B,High,-1.6018411882373043,1,A,Low,-0.6197310775122132,1,A,High,-1.0739795862492132,0
0,A,High,-1.0614106085602222,1,A,Low,-1.4404386765016446,1,A,Medium-High,-0.5689012039074648,0,A,Low,-1.6577412751882377,1,A,Medium,0.16145353279732244,1,B,Medium-Low,-0.5950893516839562,0
1,A,Medium-High,-0.6814561915114398,1,B,Medium-High,-1.1886725446615551,0,C,Medium-Low,-0.2995535809820232,1,C,Low,-2.6897823333112343,0,B,Medium-High,0.19711070251445298,1,C,High,-0.7139365700802114,0
1,B,High,0.173835774843847,1,A,Medium-High,-0.3715755890115591,0,A,Medium,1.1328070388874767,0,C,Medium-Low,0.10063178456839231,1,C,High,0.49697255516048544,1,A,Medium,-1.169154631636076,1
1,A,Medium,1.8791510931118556,0,A,Medium,-0.7858345349389048,1,C,High,-1.373464476810103,0,C,Medium,-0.1537571394681996,0,B,Medium-Low,0.34764314814332475,0,A,Low,-0.21577005069200475,0
1,C,Low,1.0919724789624161,0,A,Medium,-1.4439858933989975,0,A,Low,0.1384441275448193,1,A,Medium-High,-1.235492455805122,0,A,Medium,0.10323039057102155,1,B,Medium-Low,1.1188311102417816,0
0,B,Medium-Low,-1.1326845658862355,0,B,Low,0.39782306630736913,0,B,Medium-High,-1.5416769743622285,0,B,Medium-Low,-1.221909037052674,0,C,Low,0.5111295410061962,1,C,Low,0.8700431664770284,0
1,A,Medium-Low,0.012990927643709597,0,C,Medium-Low,-0.6042505533182686,0,C,Low,-0.33967617433865094,1,B,Low,-1.3043423780226944,1,C,High,-0.6994645195279241,1,A,Medium,-1.7033630753059859,0
0,C,Medium,0.5335992566461479,1,B,Medium-High,0.5103276418381953,1,A,Medium-High,1.48468468708934,0,C,Medium-High,0.20663653983477714,0,A,Medium-High,0.5364219280753849,0,B,Medium-High,-0.5533396999156651,1
1,B,High,0.3685909507568807,1,C,Medium-High,-2.4732960640244657,0,B,Low,-1.1978762644399708,1,A,Medium,0.9148821683249913,1,A,High,-0.46767851422946766,0,B,Medium,-0.04708619225317035,0
0,C,High,1.3666719908501799,1,B,High,-0.5462392955020334,1,C,Medium,0.8738838886586019,0,A,High,-0.5403565107376929,0,B,Medium-Low,1.7492048081403748,0,C,Medium-Low,0.9081128448481095,1
0,A,High,0.19788754404807138,1,C,Low,0.9835842671678706,0,B,Low,-0.19702219589363376,0,B,Medium,0.46423662685257666,0,B,Medium-Low,1.3033823317114306,0,C,Low,-1.5523027421678557,1
0,B,Low,1.2457660115725133,0,B,Medium-Low,0.14821335628165214,1,B,High,-0.5710412078536236,0,A,Medium-Low,-0.13325581962173377,0,A,Medium-High,1.4024327552180607,1,B,Medium-Low,0.02279586862743545,1
1,C,Medium-Low,0.39643889502545737,0,A,Medium,0.524083912672279,1,C,Medium-Low,-1.1344714295061211,0,C,Medium-High,0.37978156324708373,1,A,Medium-High,0.9494132616050088,1,B,Medium,0.016295543134854457,1
0,C,High,0.8012974138479286,0,A,Medium,1.2922385215443764,1,B,Medium,1.183454279978049,0,B,Medium-High,0.6040021522094922,1,C,Medium,0.8660173105565812,0,B,High,-0.9646865565856354,1
0,C,Medium-High,-0.16493233070908872,1,C,Medium,-1.5534136748610536,1,C,Medium-Low,-0.4339914632096126,1,B,Medium-High,0.5613834266987091,0,A,Low,-0.6201876743383048,0,A,Medium-High,-0.38663744782712717,0
0,B,Medium-Low,-0.033936264061957384,0,C,Medium,-0.33007713574039044,0,A,Medium-Low,-0.6322437393188394,1,A,Low,-2.4413603350155983,1,C,High,-0.7012713802454216,0,C,Medium-Low,1.7046807852126682,0
1,C,High,-0.4646117510260278,0,B,Medium-Low,0.25055149344659244,1,B,Medium-Low,-1.7138514363688877,0,C,Medium,-0.6604657315521059,0,A,Medium,0.9211673684815829,1,A,Medium-High,1.0593676090728155,0
1,B,Medium,1.5135350342525389,1,A,Medium-High,0.20188592141939848,0,A,Medium,0.38108953668238305,1,B,Medium-Low,-0.14277635395031693,1,C,High,-0.3123167073973115,0,C,Medium-Low,0.3275503980194909,1
0,B,Low,0.25582599262624545,1,C,High,0.112267108988338,1,B,Medium-High,-0.10066789555886875,0,A,High,-1.1040076710324846,1,C,Medium-Low,0.16699224168214546,0,C,High,1.448041594514476,1
1,A,Low,-0.17932367009468728,1,C,Medium-Low,-1.0228340463896732,0,B,Low,-0.40284876950701853,1,A,Medium-High,-0.903532782558797,1,B,Low,1.1921776307284706,0,B,High,-0.6940809233260827,0
0,A,Medium-Low,-0.4718998616689035,0,C,Low,-1.608178296748011,0,A,Low,2.2939276646072555,1,A,Low,0.06163509517177626,1,B,Medium,0.9918099873925792,0,C,Medium-High,2.456349960202657,1
0,C,Medium,0.4914576902165529,1,B,High,1.1355968922992212,1,A,High,0.9353440180878605,1,C,Low,0.03747408999880303,0,B,Low,0.5502567051436875,0,C,High,-0.8011465019509961,1
0,B,Medium-Low,1.3883116271688087,1,A,Medium,-1.7316100964289658,0,C,Medium-High,0.4175383934036682,0,B,Medium,2.3786661228457278,1,B,Low,0.21433229521062266,0,C,Medium-High,-0.7158952735284584,1
1,B,Medium,-0.07360733035886138,0,A,High,0.6538973063251505,0,B,Medium-High,-0.10124390472686866,0,A,Low,-0.86731256836774,0,A,Medium,-1.0039672933577017,0,A,Medium-Low,0.8759010718209124,0
1,A,Medium,0.6721319113455152,1,A,Medium-High,-0.5682093051281597,1,A,Medium-High,0.2865600172290889,1,C,Low,-0.012405519608660216,1,A,Medium-High,-0.6176768535686277,0,B,Medium-Low,0.08055664144046183,0
1,A,Medium,-0.2657066800497043,1,A,Medium,0.07278661385039614,0,A,Medium-High,0.2534246928780833,0,C,High,1.2243068803581327,1,B,Medium-Low,0.10605397557057653,1,C,Medium-High,0.3121951180658654,1
0,A,Low,-0.9705441636934738,1,A,Medium,-0.8073395904481258,0,B,Medium,-0.9645896196660354,0,A,Low,0.5025037486102766,1,B,Medium-Low,-0.13636349703185707,0,C,Medium,1.7704385360071277,0
1,B,Medium-Low,2.648386014299647,0,B,Medium-High,-0.514334645538519,0,A,Medium,-2.5169609291727113,0,A,Medium-Low,-0.2724283947153289,1,C,Medium-Low,-2.2648825886838986,0,B,High,-0.9504312618116361,0
1,C,Medium,-0.9855126859183734,1,C,High,1.9133293996287628,0,B,Low,-0.30290395989325514,1,A,Medium,-0.630425341905755,0,C,Low,-0.8336495780250607,0,C,Low,-0.5654341850912172,0
0,B,High,-0.6891399870075771,0,B,Medium-High,0.506549001839562,0,C,Medium-High,-0.056408024254859176,0,C,Medium,0.15112718095202474,1,C,Medium-High,0.06760542575798413,1,A,Medium-High,-0.7626782792797054,0
1,A,Low,-0.13974012050433612,0,A,Medium-Low,0.19619167300576434,0,A,High,-0.1449911070101061,0,B,Medium-High,-1.7171576538842932,1,A,Medium-Low,0.8848325042690287,1,B,High,1.887407100277646,1
0,B,High,-0.45337439354365516,1,A,Medium,-0.543745176189668,1,B,Medium-High,-0.43175896564455474,0,C,Medium,0.7256913815366162,1,C,High,-0.31247220160856065,1,A,Low,-0.6659859236648171,0
0,B,Medium-Low,0.06822101944960805,0,C,Medium-Low,0.13942739098537177,0,C,Medium,-1.2967893607604748,1,B,Medium-Low,0.1304921867621858,1,C,High,-0.010380886493505529,0,A,High,0.5802122502657565,0
1,C,Medium-Low,0.15804532534884638,0,B,Low,1.0975124531479914,1,C,Medium-High,2.2624121532905033,1,A,Medium,0.32214218855724475,0,A,High,0.9248041464319743,1,B,Medium,0.5829402351221722,1
0,B,Medium-High,-0.952239153768156,0,B,Medium,-0.35256498831157707,1,C,Medium-Low,-0.40057468395949286,1,C,Medium-Low,0.5953318561218351,1,A,Medium-Low,0.8531832643470948,0,C,High,2.236494016533027,1
1,C,Medium,0.3078613135177237,0,A,High,-0.3866593232827288,0,A,Medium,0.5056617766603722,0,C,Medium-Low,-0.4850968115670227,1,C,Medium,-1.0679810134227736,0,A,Low,0.18583456760248165,0
0,C,High,-0.06580813727193169,1,C,Medium,0.32444556145136993,0,A,High,0.4396855593267447,0,B,Medium-High,-2.526915045470545,1,B,Medium,-1.704021485188854,0,B,Medium-Low,-1.92039988145216,0
1,B,Medium-High,0.7003750242363241,0,A,Medium-Low,0.1476608987056741,1,B,Medium-High,2.1194460761539315,1,B,High,1.92395877276449,1,B,High,-0.6570195023572114,1,C,Medium-Low,0.7082390811756369,1
0,C,Medium,-0.044517200508525284,0,A,Medium-Low,-0.7245382041219853,0,A,Medium,1.6060590960282957,1,C,Medium-High,0.28075135914085525,1,A,Medium-Low,-1.1284079531252527,1,C,Medium,-1.2432057926180817,0
0,C,Medium-High,0.055075659101889766,1,C,Medium-High,-1.0927378559491476,0,C,Medium-Low,-0.18850986984465776,0,C,High,-1.8451037386436502,1,A,Medium-Low,-1.6555023668826798,1,B,High,-1.8169498347635145,0
1,A,Low,0.8261933510346542,1,C,Low,-1.1495526055024892,1,A,Medium-High,-0.3596619962541238,1,B,High,1.7269359872902654,0,A,High,1.0493539307334245,1,B,Low,1.0482682624422817,1
0,C,Medium,-0.46374320522710444,1,C,Low,0.02394907853744693,1,B,Medium-Low,1.3034972737373616,0,A,Medium-High,-1.2030188642778734,0,A,Medium-Low,-2.09151269380492,1,C,Low,-0.2711067037062949,0
0,B,Medium-Low,-0.33683044300863946,1,C,Low,0.5133224103475131,1,B,Medium-Low,-1.4040882124822245,0,A,Medium-High,0.5861391048215392,1,C,Medium,-0.13501505008169973,0,C,High,-0.234584590295045,0
